sentence_id	sentence	locale	reason
0143c464e464b17815a2cc076ba273e02756053b101d56b946f76af65013e326	Ւնքնաշխատութեամբ հարստացուցած է երաժրշտական գիտելիքներր։	hy-AM	grammar-or-spelling
000272d902bc34c8f432da3f76292ae6f7d4236e458f4b0b8601f4ded8a3e245	Դիսպերս համակարգևրը սովորաբար պարունակում։	hy-AM	grammar-or-spelling
01c28939a414f00cea8fab3f510ea3c13b8e6c336fda9d8155dfeb6748f0d08a	Ի. Ալեքսանդրովսկին նարում է արքային, նրա ընտանիքի անդամներին և մերձավորներին։	hy-AM	grammar-or-spelling
021358fa3a7574148ca26b4779db8146a8c2090efed9d99239663f4b0d64ae5a	Զենք գնելու համար անհրաժեշտ միջոցների բացակայությունը շատ մեջ խոչընդոտ էր։	hy-AM	grammar-or-spelling
0116c8b15914b099856a99c386eabe27a2189977718f3a69e5a4a11ae7e65986	Էրիթրոդերմիկ փսորիազը հայտնի է գալիս, երբ ցանը տարածուն բնույթ է ստանում։	hy-AM	grammar-or-spelling
0116c8b15914b099856a99c386eabe27a2189977718f3a69e5a4a11ae7e65986	Էրիթրոդերմիկ փսորիազը հայտնի է գալիս, երբ ցանը տարածուն բնույթ է ստանում։	hy-AM	difficult-pronounce
024d396adab4b4a0aecc9c1c4661b686ce62d1941e32a96b76c0ca23bc6466a1	Ընկերեները ցանկացան դառնան ճնճղուկներ և սկսեցին կախարդական բառեր մտածել։	hy-AM	grammar-or-spelling
02109120fbcb8c8d4a306055f828eb09b7d45240eb1b5a35819c58d55b11dffe	Սակայն հարավում բամբակի արտադրությունը դեռևս շարունակուր էր մնալ եկամտի հիմնական աղբյուր։	hy-AM	grammar-or-spelling
027a43e6e35035fe3ac87ded03d58153ccca99cf188b0930fb73f5da236ae415	Ափրիկէի մէջ թմբկահարները մեծ տարածում ունին։	hy-AM	grammar-or-spelling
0270589d1f2fceabc8e2d7f64f6d6dcb975310902de6ba9c0b5cfde61d3e9f7e	Թրեյն ունի բազում տատուներ իր ձեռքերին և կրծքաբվանդակին։	hy-AM	grammar-or-spelling
027df407d5fac2271fd9b0ca3ec0992f3ce6acd5bbcb471fb791e3aa8d9fdea5	Առաջին տիկինները դիվանագիտական հարաբերություններ են պահպանում այլ երկրների նախագահների տիկինների հետ։	hy-AM	offensive-language
027df407d5fac2271fd9b0ca3ec0992f3ce6acd5bbcb471fb791e3aa8d9fdea5	Առաջին տիկինները դիվանագիտական հարաբերություններ են պահպանում այլ երկրների նախագահների տիկինների հետ։	hy-AM	difficult-pronunciation
037a12bf8728e486026ddc7046de7600cec97d11c4e8a122459dccdad2aff0e7	Այնտեղ նա ստանում է պետական հեղինակավոր պաշտոն։	hy-AM	difficult-pronunciation
03728fe9c8782e970a7e1e6523b99d6b9971623475f526623508058898211d03	Ջանաշվիլին ենթադրել է, որ վրացական լեզուները կապված են հնդրեվրոպական լեզուների հետ։	hy-AM	difficult-pronunciation
032278cfe32c7f50e74eb043ce6bf40bfd1929bdfbfd5dc25db4d28e7315a4c1	Ներկայումս սինագոգը համարվում է ակտիվ։	hy-AM	different-language
032278cfe32c7f50e74eb043ce6bf40bfd1929bdfbfd5dc25db4d28e7315a4c1	Ներկայումս սինագոգը համարվում է ակտիվ։	hy-AM	b4v3wPiFKl2AS
028a4d1bc0c6bc15b6573eeb1f450c6b122047d615c2b2568c30989234f69337	Հրապարակի հետ միասին այն համարվում է քաղաքի առավել խորհրդանշական վայրերից մեկը։	hy-AM	difficult-pronunciation
037340b636215df276d2b7f514788546b60ee225fe3dc411067ba8ac8fbe05d3	Հայոց տոմարի սկզբնավորման մասին կան միայն կցկտուր տեղեկություններ։	hy-AM	difficult-pronunciation
0320c78a17222fb456cdec74ac3e93f27b4d13c74e8aa277c319cc0a07525d7c	Լուսնի մայրցամաքներում կան լեռնաշղթաներ, որոնք հիմնականում տեղակայված են «ծովերի» ափերի երկայնքով։	hy-AM	grammar-or-spelling
031b942b87c6fc15cf0474f5e2c26590456e6bf8837081dc64095bf1649d756c	Անջրդի պայմաններում կարևոր նշանակություն ունեն ցանքաշրջանառության կիրառումը։	hy-AM	difficult-pronunciation
031b942b87c6fc15cf0474f5e2c26590456e6bf8837081dc64095bf1649d756c	Անջրդի պայմաններում կարևոր նշանակություն ունեն ցանքաշրջանառության կիրառումը։	hy-AM	https://www.google.com
02e1e4a8b6f5b15eb360452abe3dcd13cabe283b90ffe37b3bad311b59eee333	Բնակիչները քաջ և խիզախ մարդիկ էին։	hy-AM	different-language
02e1e4a8b6f5b15eb360452abe3dcd13cabe283b90ffe37b3bad311b59eee333	Բնակիչները քաջ և խիզախ մարդիկ էին։	hy-AM	difficult-pronunciation
02e1e4a8b6f5b15eb360452abe3dcd13cabe283b90ffe37b3bad311b59eee333	Բնակիչները քաջ և խիզախ մարդիկ էին։	hy-AM	different-language
032e143ec3ac3a1dbe36e2f638dca1be3fc1ad648bb88afe7ce9cc794ce3bdb8	Նկարի վերականգնումից հետո նոր կտավ է կրկնորդվել։	hy-AM	different-language
032e143ec3ac3a1dbe36e2f638dca1be3fc1ad648bb88afe7ce9cc794ce3bdb8	Նկարի վերականգնումից հետո նոր կտավ է կրկնորդվել։	hy-AM	difficult-pronunciation
02e54647a362d43cb41f2e708adfe07c6229cbef72d4796e64efe1a4b62c1909	Ազգային կազմը խիստ բազմազան է։	hy-AM	difficult-pronunciation
03a7684103260df4a9ffe7f409e2f3be3fba8d8cd5b39321ceaf85ce26273dee	Միջինեվրոպական անտառային կատուն ավելի խոշոր է, քան տափաստանային կամ ընտանի կատուն։	hy-AM	different-language
0339303d614d808cd665ce4c1607b60787a46b503001943965b00a2988239a8f	Նա հայտնի է իր տաք աղբյուրներով, որոնք հարուստ են ռադոնով։	hy-AM	grammar-or-spelling
03dab8e119da1fc96c000a17d587c6887e430b9c49f5ebca419a277c8904a048	Սպանիոյ քաղաքացիներու մեծամասնութիւնը կը դաւանին քրիստոնէութիւն։	hy-AM	different-language
03a77208e957e955f316c2310ff141b88be9d0e413e7c6a9a1302eb5667da1b7	Սպիտակ գույը երբեք չպետք է գերակշռի հիմնական երանգին։	hy-AM	grammar-or-spelling
0a9a54dfb0e67703f5e4c7acdca28c177342b83ad28443df2ffd320103c29093	Լեզուդ չլներ՝ ագռավները աչքերդ հանել էին:	hy-AM	grammar-or-spelling
04c2862979347378a1732d75dbaac052295b688e3f427de6147ec3e3676b87e4	Բնակչության հիմնական զբաղմունքը այգեգործություն, հացահատիկի մշակություն, անասնապահությունն էր։	hy-AM	grammar-or-spelling
03a77208e957e955f316c2310ff141b88be9d0e413e7c6a9a1302eb5667da1b7	Սպիտակ գույը երբեք չպետք է գերակշռի հիմնական երանգին։	hy-AM	grammar-or-spelling
00592bf610fa98faee7c3a3710c3c7d8596e908577cc19f6d773d44bf87bb546	Հայրս մեռնում է, գրել էր, որ հոգուն վրա հասնեմ, ու փող չէր ուղարկել:	hy-AM	grammar-or-spelling
04b74dc7d1ca105a2aff68a51ff1b3377030bac3c4c24839f09fd00f3a144003	Նրա ուսմունքի հիմնական սկզբունքը հանդիսանում էր ահիմսկան։	hy-AM	grammar-or-spelling
03fffb7b9e5a24a561af140f16b4dce67ff6e86673a05f1ac7c7e756ff7f19e7	Նվագախմբի երկացանկը բարդ է և հասուն՝, ընդգրկում է դասականից մինչև ժամանակակիցը։	hy-AM	grammar-or-spelling
05293dbc7b56cca4350fd4a820b3cd7257949df691051fdbc17bacfdd7f6e741	նրանք պսպղում էին այն պարզ, պայծառ լուսով, որ սովորաբար լինում է ցուրտ, պարզկա գիշերներին:	hy-AM	grammar-or-spelling
04a3e60590e682f2e840db7f275c3ad1309c34a8828408e6f79cd76139c89cb8	Ալգորիթմի մշակման ժամանակ տեստերը անցկացվում էին բավականին հայտնի ստեղծագործություններին վրա։	hy-AM	grammar-or-spelling
059cd8fe1697a265c6d2512620b23f0d5d91646f08b3c80f8260fcd5e4791551	Ստանդարտ արյան ալյուր շագանակագույն, յուրահատուկ հոտով մանրահատիկ փոշի է։	hy-AM	grammar-or-spelling
063ee6d4955181e6c57e1a30028ab360712d66d86e7fabfab86871096914e3f6	Այս գործընթացի սկզվում ախտանիշները կարող են բացակայել։	hy-AM	grammar-or-spelling
057888407aea116a952cb07fdd27f000d3352ee4089775a45325e2fdb42ec6c7	Իր գործնեությունը որպես դերասանուհի սկսել է հայրենի քաղաքում։	hy-AM	grammar-or-spelling
0673bab767727a0339795732542db271be59b588048cc35e88e7cedb7d80e7e1	- Հա՛, Լիզա, դու այսօր մենակ չես մնալու, ես այժմ՝ փողոցից տուն դառնալիս պատահեցա պ.	hy-AM	grammar-or-spelling
048405f94a4cd353e97b1ad02886fa161c46cb091479d641d78af946dc0e18a8	Այնուհետն բոլոր նյութերը ներկայացվում են սահմանակից պետություններին։	hy-AM	grammar-or-spelling
0625ce99122b24befe4acdaf9ace7942f456867093cb78bf111870ba11b9c687	Ակադեմիայում հռետորաբարնություն, փիլիսոփայություն, ֆիզիկա, մաթեմատիկա, տրամաբանություն և այլ գիտություններ էին դասավանդում։	hy-AM	grammar-or-spelling
06b797e630f9143d8c1f53ead1087f81ddcdecbdcb32c236e6ab6bfb115f9462	Նրանց ալբոմը հայտնի դարձնելու համար նրանք կազմակերպել են մի շաքրք համերգներ։	hy-AM	grammar-or-spelling
0825996f89569c4bea59d15b79e5bc97675d9181db7f450cb3f705518976774b	Սրա հարավարևելյան լաջերից սկիզբ է առնում Սև ջուր գետի ակունքներից մեկը։	hy-AM	grammar-or-spelling
09df02960af3652ea9c4538ccc7b2db0c41dc65d300500dd6321b71b9999d1ae	Ռուսաստանում տեքստիլ արդյունանաբերության մշակող արդյունաբերության հիմնական ճյուղերից էր։	hy-AM	grammar-or-spelling
09dfd6fb2f2f5e045dc679825e48aff3861d827643ddbb2447760fba5c80cf4f	Գրելու սկզբնական շրջանում առնաձնացվել են նաև վերնագրերի, հուշագրերի և կետադրության ձևերը։	hy-AM	grammar-or-spelling
09c93b3df5e8d6049a6c796f6240714372e839bdd23af5a67790bec4d9431e31	Հայտագիրը ընդգրկում է ժողովրդական, դասական և ժամանակակից կոմպոզիտորևերի երգեր։	hy-AM	grammar-or-spelling
091e03692f5fb7623b9a0c23c7de3cdebf365de06c4424de65afa093c38b4500	Իշխանաձորցիները հայնտի էին իրենց քաջությամբ։	hy-AM	grammar-or-spelling
09f060aaa421ede009af9f031ed73ce1fe11ed1680e12ad7a24bd99fdf607f87	«Հակահարվածի» անդամներին մի քանի անգամ բերման են ենթարկել ոստիկանանակն բաժանմունք։	hy-AM	grammar-or-spelling
09eb9822aac5e2e802e3624d5cb3f947b962df11dcfc39a0b9912b925b507914	Բնակավայրը դանադաղ տեմպերով էր աճում, քանի որ դժվար էր աշխատուժ գտնել։	hy-AM	grammar-or-spelling
09c93b3df5e8d6049a6c796f6240714372e839bdd23af5a67790bec4d9431e31	Հայտագիրը ընդգրկում է ժողովրդական, դասական և ժամանակակից կոմպոզիտորևերի երգեր։	hy-AM	grammar-or-spelling
09d47d761d18a1ce15570f6873a1cfe82ef6636fd5faac6d7fd5dff58ffc5895	Ծննդավայրում նախնական կրթությունն։	hy-AM	grammar-or-spelling
0bdfa5f656820cbce200d1cd00566b06d5ea2bbf16e504b6003e8b4af13a0b7c	Կորուստները երկու երկրեների համար էլ աղետալի էին։	hy-AM	grammar-or-spelling
0c1ae2dc7eeb039c43b9a42b5e05bf70c78461755fc91a22ba7852f7cebde5d3	Ցուցահանդեսի հիմքը նկարչի հավաքածուն է, որը նա նվիրվել է ժողովրդին։	hy-AM	grammar-or-spelling
0c4ceb2a01ac78d0eef22d6a5ed28c1fe9e191790cb7447162af0418fc3678c0	Արամր շինելի մի փեշը ետ ծալեց և ցույց տվեց կտրած ոտը:	hy-AM	grammar-or-spelling
0c74a3e2b45f7b2a458aed2787451e7d4ba7bd8980b9dfba4845a3e2e49a6e83	Այդ կենդանիների առու և էգ տեսակներն արտաքինով չեն տարբերվում իրարից։	hy-AM	grammar-or-spelling
0d8355ac2c0c023fae05c099b3771f295cd17c2bc7f15f9e05fa4a21af5df4c6	Պլաստիֆիկստորների կիրառումը հատկապես կարևոր է պլաստմասսաների ստացման և վերամշակման դեպքում։	hy-AM	grammar-or-spelling
0de1b59660a97a1c4e00dcbfffcb3f3b164467dbc0e6fb8d95d14b769f5a9a01	Նախագծի նպատակն է բոլոր տեղանունների փաստաթղթավորումն է։	hy-AM	grammar-or-spelling
0e58eb821f960fe3051d7727531687a72cf8cdf921379747fc7564175a08a64d	Կայն հազարավոր հանդիսականներ։	hy-AM	grammar-or-spelling
0eca4c92899c10d5ba1b287650d6a041745b438d5eb536803753e998531edc1b	Ծառայությանը զուգահեռ ընթացնում է խոշոր մշակութային ծրագիր։	hy-AM	grammar-or-spelling
0e4fbd36ffb350c3b8e6d09c698240fa81dc6f1061d0e36796bcfc7702b2acbf	Խորհրդային իշխանության առաջին տարիներին այս մզկիթը դադարեց իր գործունեությունը։	hy-AM	grammar-or-spelling
0eb7b3ea664abe44d792971cdcc21181c889f7b5ad8104376798efcd247268da	Բնադրում են ծառերի, թփերի վրա, առանձին տեսակներ բույնը ծեփում են ժայռերին։	hy-AM	grammar-or-spelling
0eae02a48a09f29fa66429a286e9c9d1c4a43c6f49b7e65fe1d84855a8296773	Բազմամյա խոտաբույսեր են, արմատները փքված են տերևները մատնաձ՝ բաժանված։	hy-AM	grammar-or-spelling
0f6eae3349d8f5e7896c9475535219b3765c10bd2cb5908f197ca317a696dec6	Միաժամանակ այն հայտնագործվել է բնության մեջ, երկնաքարային խառնարանում։	hy-AM	grammar-or-spelling
0e45ba1f35c9df6f3a64cce493ecf63e7fbb5d13426b39dd56ef3bb0764aa49d	Թուլումբա պատրաստված է անթթխմորից։	hy-AM	grammar-or-spelling
0f237341fdbf962c6421c77de50dcade78195dce1935bdc30afe6d1c6068338e	Ջեքը գնաց նրան փնտրելու, ինչի հետևանքով իմացավ նրա մահի մասին։	hy-AM	grammar-or-spelling
0ee1ca61e4a35919d3c9b81903a0b851967399cd5fc06f64a37ebe446e75e740	Բժիշկի եկամտաբեր տունը բաղկացած է եղել բնակարաններից և խանութներից։	hy-AM	grammar-or-spelling
0f8bc986c1755ad26e2ef87d2e28532378dae250b5074c0a2cd6b335fc3658de	Այնուամենայնիվ հետագայում որոշվեց, որ վարչապետը կարող է լինել միայն ստորին պալատիվ։	hy-AM	grammar-or-spelling
0ec8194c219348a9bbee558d2c625c86608710366234d58517f530f7d647ede2	Գնդաձեւ գմբեթը տեղադրուած է աղոթասրահի կեդրոնին մէջ։	hy-AM	grammar-or-spelling
11fe302440293c0a7798b88199600f4f790afc5457353303e94107f7078da853	Թորմունդը մարտնչում է խավարի թագավորի դեմ մարդում և ողջ մնում։	hy-AM	grammar-or-spelling
11a33603aacce71381d46522638988cdb040745ab72cbbf7ea18b673374a55a1	Պոպուլացիայի մի մասը պահպանվում «Սևան» ազգային պարկի պահպանման գոտում։	hy-AM	grammar-or-spelling
110fbf8f234014523865b5f04f1088993424275be80aa0c470d1eefd3fdf9141	Բնադրողվող է, տարածված։	hy-AM	grammar-or-spelling
114af272e6d37819bee5562b052639bb24283d3bc4d5b62775f6c54c2d3414e4	Նրա օրոք, երի տարածքները ընդարձակվեցին։	hy-AM	grammar-or-spelling
11f4406914c171a40ac9168879fb54b063492d2694ac3e1efa98ac86468f8de1	Գրած էբանաստեղծութիւններ, պատմուածքներ, պիեսներ ու ազգագրագիտական թեմաներով էսսեներ։	hy-AM	grammar-or-spelling
1222f058f54d53a596c5039c42c7127fa9729ac6c635ef69e4143bcc1e2f4c44	Այդ առնչությունների տեղի ունեն բոլոր հարթ եռանկյունների համար։	hy-AM	grammar-or-spelling
1231e104ec95aac5985d1487d8cc10839cd68e8bd45c2f7cdc635f0ad02aa31e	Հայերից զրկվել է առաջին համաշխարհային պատերազմի տարիներին։	hy-AM	grammar-or-spelling
1266b119795a85d2dfc7713331ecf0c1f49c59ca895ee538648cdeef31348a46	Գերազանց ավարտելով՝ ընդունվել է ասպիանտուրա։	hy-AM	grammar-or-spelling
1235af6005ead81fd7437852cf36c3d556a7475a404661e8142098625d9692b9	Սրբանի տարածքի լիզում։	hy-AM	offensive-language
1285fa343e62fbfaf62a0ccd62fc92493bb7e20b4f3386261892dbf58fad0f33	Խաղերը անցկացնում են հիմնականում տանը, հարակացարաններում, հյուրանոցներում, վրանային ճամբարներում։	hy-AM	grammar-or-spelling
13563ac4fd95c0614285f41615e734c93801d816253654604697435fb8a1507d	Բնակիչները զբաղվում է անասնապահությամբ, հացահատիկի և բանջարեղենի մշակությամբ։	hy-AM	grammar-or-spelling
13812181313c87f0e1823d5b6049e85dc2899d08dd580dea5cff727375d9266c	Հոս կը յայտնաբերուին պրոնզէ դարէն քանի մը տասնեակ դամբարաններ։	hy-AM	different-language
12db538fa5b348ac9889ab559d113a6a3aa204448559b1f5c68f66a87806a9df	Օրինակ, եթե նմանության մատրիցան տրվում է աղյուսակով. ապա հավասարեցումը։	hy-AM	grammar-or-spelling
12d6937e2337f3d66d55b051868a981bd83935c0d9063e272af8acc25054c413	Վերջին դեպքում անվանում են նաև էքսպլոզիվ բեկորներ։	hy-AM	difficult-pronounce
13452bfec5b0b3705b258bbb38e50adff235500e81dfee3ce067c8a28e4bd2c6	Բացի այդ, պաշտոնական հագուստը հաճախ հանձնարարվում է կրել շքաշաններով։	hy-AM	grammar-or-spelling
1385afb8965d9d000e801b3a17629c0706d0cdb2dc9d3189b078c00276f56237	Բայց վերջիվերջո նա աշխատում է կահույքի խանությում, որպես կտորեղեն վաճառող։	hy-AM	grammar-or-spelling
1352b51aa5297a3d213b712279edd075d414df77057b1e4b257d9edd5ecd5805	Գեղեցկութեան հականիշը տգեղութիւնն է։	hy-AM	different-language
136b0c548f4ea4819ad0496c5ee0e995d4a072cd19e5c6bb32740e956ea8fb40	Ուշ յուրայում պարզորոշ արտահայտվում է կլիմայական զոնայնությունը։	hy-AM	different-language
138d539612a78322cd3e5b49687eb0bfcb4d2b11371e1f5cb0f25a09b49ea8c9	Պասսիվ վարժությունների շարքին է դասվում մերսումը։	hy-AM	grammar-or-spelling
13a722b73d36024d930d982b22fb12ab8a6f95653df063d57ec33c795ef901de	, որտեղ արժանացել է հիանալի արձագանքների՝ գլխավոր դերերի համար։	hy-AM	grammar-or-spelling
1373f6aa74bce7146ae40ad472a90b177312a381b09c7653138fac6e307f5a65	Ասիկա տեսակ մը աքսոր էր՝ զինք իբրեւ կասկածելի մեկուսացնելու համար։	hy-AM	different-language
136fb19036eb0fabfb562506f283c6596c853a15d59b0ce3d84a7864160012c3	Կազմված է թերթաքարերից, ավազաքարերից, կրաքարերից, գաբբրոններից, դիաբազներից։	hy-AM	difficult-pronounce
13454692b741484546b89fb56579a9953d21aac7c1fe4b9319f4ea0fc16b61bc	Հոգուդ սատկեմ, այսօր որ գնալիս լինիմ, միտս գցիր, թե չէ խայտառակություն է:	hy-AM	different-language
1390f46bbbab3580bc117cc0588446af111848f8bfc0caf19ad830795a4b7f9e	Մարմինը ծածկուած է խիտ սպիտակ ստեւներով։	hy-AM	different-language
136ea0b6ceef4ac87c5460ba1350d3453b44269c3780f525fefb181e25d06d4b	Երեւեցան ազգային առեւտրական քաղքենիքը։	hy-AM	different-language
134c69e7c9cb4ce82da82fd6b3a5481df4fd46756ef8452f61461458b04becd3	Տեղացիք ճոպանուղին կը գործածեն անվճար։	hy-AM	different-language
12d3511e6226afb50bcda0232481d39919773bc5f22e70181332d72b99c8204a	մի տող կգրի՞, որ մեջը աստված չլինի:	hy-AM	grammar-or-spelling
13a43640769221212e3e175de862ebe038b3620a06490a1c6e82f48922094df7	Կազմված է երկու զույգ փայտե (կամ պլաստմասսայե) խեցաձև սկավառակից։	hy-AM	grammar-or-spelling
13557cbc65693efcd48c39c6a49da7f43731da0006fef8ee1275ee5d977d7c53	Ատայալերենը գրելու համար օգտագործվում է լատիներենը։	hy-AM	difficult-pronounce
1352e3661a97ca1a3dd0e5a7960c0fa3090e20bbddf3446b7aadb8f378ef6112	Ց’տեսություն	hy-AM	grammar-or-spelling
13986e19ab0acb2d2db2fa068d236979ff2c9d0078a47df97c4f531608a0f6c2	Նախնական փաթթոցաձև խույրերը կրել են հրեա քահանայապետերը։	hy-AM	difficult-pronounce
13731aa85c6b31ec151e6584774259380a119f2a4007cb405cf749e058c23775	Ձեր բարեկամ օր.	hy-AM	grammar-or-spelling
13c3fd6500f32bdbf65ded14dcd8ac8f18dc1bf0b6b3d8ad8447e54442362ef9	Բանանավաճառի հրաժարականն ու անիրական արտգործնախարարին հեռակա վիրավորելը խաղաղ օրերի համար էր:	hy-AM	difficult-pronounce
13bfe7a6250fc7c012d76e967b78ce2b1b30439d4dc61c188d703ddae54a246e	Այն գիտելիքների, որոնք վերաբերում են գրքերին՝ ըստ բովանդակության։	hy-AM	grammar-or-spelling
13d10b1830e5ed777ec5d528a2124249fddac32c8653c7397b9ec16a465f674f	Խմբում մրցաշարային աղյուսակը եզրափակեց մրցաշարի նորեկ ի ազգային թիմը։	hy-AM	grammar-or-spelling
1399067b338c8ef5298b59484bfb982319fde7d49530f5a67bae61edcb9e312f	Հիվանդությունը, որը այն ժամանակ անբուժելի էր, աննկարագրելի ցավերի պատճառ են դառնում։	hy-AM	grammar-or-spelling
13f0c4303e0b42bcd9d4f9a8a304925fdb08a2a09bffe66fcd0577f0ad550885	- Է՛մմա, Է՛մմա, ի՞նչ ես ասում, ո՞վ է գնացել, ո՞վ է ասել,- կանչեց Աննան զարմացած:	hy-AM	grammar-or-spelling
1373e8ba5dfa15257bf9aa684e8c949f33b258e2948c01f2f34c1d72a0f0c017	Անտվերպենի մրցաշարը նա բաց թողել ուսի վնասվածքի պատճառով։	hy-AM	grammar-or-spelling
13dc87d3fd2e3f2367235a1a17b6a0206b4b329a6e5d22dd8a16dad1206bceae	Արագ թափով կը զարգանայ բնակարանային շինարարութիւնը։	hy-AM	different-language
13ba9eeca6fc32c5f729d699056e2948ccb919897fcb49919e0eb9135f3ec67b	Ցիւրիխի մօտակայ անտառներուն մէջ կը փորձարկեն իրենց ձեռնաշէն ուժանակները։	hy-AM	different-language
13e6c19640dd17062c1c89576bab3e2d874e8af88ebdcc70106f0e7ef07e2709	Մի քանի ազգականներ, օգտվելով բացակայությունիցս, այդ կալվածները համարյա թե սեփականացրել են:	hy-AM	grammar-or-spelling
13eadcff8e6c569ff0ccc908a70de30efedb56e9e139cb69bb1f09b50234148a	Երգը ստացել է ի շարք երաժշտական մրցանակներ։	hy-AM	grammar-or-spelling
13b01bdf7ccf58ab365a8f8a39dd23245dc453302fddf32f2b55749d0d2e2035	Լեռնային, սահմանամերջ բնակավայր է։	hy-AM	grammar-or-spelling
13e905badadf8bfe8315c07afbe4018731431f0214af53d44d89261e94ffcfe2	Կարեւոր եւ ազդեցիկ դեր ունեցած է լիբանանահայ կեանքի մէջ։	hy-AM	difficult-pronounce
1363f207cfe9938e5423f074fdf3843d74e32b14b228345b7e4f0e9d72b38545	Վերին շուրթի միջի ատամը եզրիններից կարճ։	hy-AM	grammar-or-spelling
11e4ec3e0a4e619369c9d9a5daf07483ae91ab4bf58817c9dde6afa28d3ed14a	Ընդհանուր առմամբ, սեռական դիֆորֆիզմը չի արտահայտվում։	hy-AM	grammar-or-spelling
13ebe1341a750d64895d23aa89f26847a4d135052b54b690555524506e429ffc	Հայաստանի մէջ ան կը նկատուի ազգային հերոս։	hy-AM	different-language
13ef1fc3697006e20b9bccdf2b450c9bdb32eb76e456622c8bc455f28a3462ab	Փերրին անոր մօր աղջկական ազգանունն է։	hy-AM	different-language
14200e47f53017a3da991355ad3d19dde52a8291db871d13ba6dae64ce6dd97a	Այս հետազոտությունների շնորհիվ հետագայում հայտնաբերվեց վերին քարանձավները։	hy-AM	grammar-or-spelling
13f2d7fbb5a96f8b6283724e436180d626e4e7203ba51dad85c65956e9731aa0	Երիտասարդ տարիքից ուսումնացիրել է մարդկանց շփումը ժեստերի լեզվի միջոցով։	hy-AM	grammar-or-spelling
141c20710f544d154ebdd8b47c4f5b7efff74ab16533921c8740b9602a3c1c50	Ընտանիքը զբաղվել է մետաղական մանրամասների՝ երկաթեղենի վաճառքով։	hy-AM	grammar-or-spelling
13a0283b10513717bec14a1a739f98050bc1bd6e8fe20ff49fe0b6e970b611cb	Դստեր անունն առաջացել է հոր անվան հակառակ ընթերցելով։	hy-AM	grammar-or-spelling
