sentence_id	sentence	locale	reason
43da3ea4179a003c4345929aa7fa17b360e8e7467266a1df929a11e34f3604aa	Залдан Яппаров, әлеге тик ултыра белмәҫ Яппаров ҡысҡырҙы:	ba	difficult-pronounce
5119c10f1bb3a7d67420d3969cf37319fb6e3f7e3093c63fe21bb10709809930	— Вәкил иптәш, дө-рө-өҫ	ba	offensive-language
4d9e327b2e08353b15fdb18c3b1c688a04db7a40e714fcf9cb89c5488e441597	Яубаҫаров, их Яубаҫаров	ba	grammar-or-spelling
36ef360a16dc755453becda765cc91f61e0aaa03a5c534a361bf7b5a4b3c42dd	Артында ка- оинеты ла, ҡабул итеү бүлмәһе лә шар асыҡ ҡалды	ba	grammar-or-spelling
093e6b771bfe8edbf1be5f2a170a6b7ecc59476aa06064d84821bc31a9169045	Щтлы осрашыуҙарҙы хәтергә төшөрҙө	ba	grammar-or-spelling
45b5af20ccaf03477ba1fee375252ed792239bc92b87c761776500c8f5e9713a	— Ну әсе эләктерҙең дә инде, әхирәт	ba	grammar-or-spelling
2b7f94454e01f571837759ed10c0e70e8b908f3d4deceefbd5f02838d4fb99b7	Бына алтмы­ шынсы йылдар башында партия әлкә комитеты ебәргәйне ошо яҡҡа, хәҙер аграрникҡа әйләндем	ba	grammar-or-spelling
43a5967a26824ef2f0d30e604eb1a3de537dc29812b7cd51771e85a85d23fd59	— Мәүсиләм, Балшишмәм тип	ba	grammar-or-spelling
64ba8293fc5df28d76fcc5c3f963c217fd770cd239704ecad573d468e095be71	Яуап биреү урынына ба- ИП	ba	grammar-or-spelling
737c35da120817d9542c660d33da3ef89ee321e075c515e2e49fcde46ebe3b35	Бәғере ташҡан	ba	difficult-pronounce
6a6212a354a5a69a7bbbd048078e479991855d1c563a33313710aa4867ff7b73	Нисек хәлдәр? Беҙҙең тау бой­	ba	??? ??? ?????? ??????? 
7349dae77f2ac96bd76db3c55903fa88cc75f46476d0eab7078319483bd999f8	Көтмәгән­ дә сытырлатып-шартлатып атып бәрә	ba	grammar-or-spelling
57a2e33d8d8f689c30608162f00583ec8f133692590fa3b84b199d507934c4b3	Буду любить тебя всегда	ba	different-language
79068da929bbfa4676ec464eb95e5d3b0f00c8c19d318f7b0543180f2e5bbf0d	Әле ошоларҙы күҙ	ba	?????? ?????. 
7976c31d2b6d4e6680cdf7e13b98f8e57ed99d4bddd508ae8dcbb434bfec0c79	Халыҡ хужалығын тергеҙергә кәрәк пие бит	ba	grammar-or-spelling
64ba8293fc5df28d76fcc5c3f963c217fd770cd239704ecad573d468e095be71	Яуап биреү урынына ба- ИП	ba	grammar-or-spelling
5e762e11e61f100f118151ccf69bda53632f2a8f319da02b36641021976b46c9	Инсафлы, саф ҡа­ раштар, ихтыяр бөркөлөп торған һөйкөмлө, саҡ ҡына ҡы- рыҫыраҡ йөҙ	ba	grammar-or-spelling
67eb66006bbb2932bafc0119fa0db0538c8c00f3a8c971fea2da4f5567fc1643	Ҡәһәр генә һуҡһын һу- гышты	ba	grammar-or-spelling
61a2295926a1f9c8560d5eda5be9cfa0d135689248306d86405ec4f4f13e77d3	Шунан уның ҡолағына ниҙер шыбырланы.	ba	grammar-or-spelling
75fd965acc4d3b3b9d7ff2d8b67e1f77ecf023bbf9aa4540248ec71098694764	Ул нәмә, халыҡ дошманымы ни? — Ка­ бинет буйлап ишекле-түрле йөрөнө	ba	grammar-or-spelling
7e7202775aa62893ac36d324c2e1026669eb177a8edc77b603b027930eb1dd31	Шунда берәй кәштәлә яталыр.	ba	offensive-language
7e7202775aa62893ac36d324c2e1026669eb177a8edc77b603b027930eb1dd31	Шунда берәй кәштәлә яталыр.	ba	grammar-or-spelling
5d2e929abb725b7490c531d467d6ea58abb402e60757d6d548a4a3a04620320b	Васяға ла алығыҙ	ba	different-language
849143969363c25c42aef9e406974afb22bb029b910c44bb7e378090c72ea711	Тәүҙә ҡурҡытып кырандасты и,ша төрттөрөп үтергә булған шикелле	ba	grammar-or-spelling
94ac23762141f9a3cb6f45976c274316c125af17edd4102fe56bd603baba072c	— Үәт түҙемһеҙ ҡуштан	ba	grammar-or-spelling
70530cb38d6131ebb66df08f046da9174c795732956fa847a5d822ace6977683	Әлфиә лә бер аҙҙан уньщ янына килеп баҫты	ba	grammar-or-spelling
a018ce786a2566eb3cf3db3d3bb6ec5e48fc73b4c3744916dc95da36b2b80018	Тегеһе әлегә шаярталыр тип уйлап, муйынындағы гал­ стугын бушатты	ba	difficult-pronounce
a018ce786a2566eb3cf3db3d3bb6ec5e48fc73b4c3744916dc95da36b2b80018	Тегеһе әлегә шаярталыр тип уйлап, муйынындағы гал­ стугын бушатты	ba	grammar-or-spelling
bbdafef650ebba0d1a6158937361afd20e999590c88e4b4642fefd38578f2dbd	Лекциялар, операциялар, тәжрибәләр	ba	difficult-pronounce
b761007e279fe838954bb0076aed21d099d759d7087dd7029d65ab0ff590b66a	Табип ҡасауға оҡшаған әйберҙе ҡулына алды.	ba	difficult-pronounce
9e0393dedabc1b5fd551cfa0896fa1b9ae90ee7050c86412a5ca16ae2c68adf1	Ну, теге ни, Яубаҫаров	ba	difficult-pronounce
bc858f0b68fa403126e0dc382dd80085450c18e860064cdfc83e44a76acdd8d0	Теғе баштан Ҡотлобаев:	ba	grammar-or-spelling
b9574bf58d01c1049c77aa5529a4202e810837b3b309f226750123b5e6ed18fc	Кемгә нисектер, әмм минең өсөн һеҙҙең кеүек етәксе башҡа булмаясаҡ	ba	grammar-or-spelling
b51d2451a57fe5fe182eaa5ef5d0f57a9221fb1c5469bb10b277c9a5267d8767	Оморҙаҡовты стенаға һырыҡтырғанһың бит, ҡурҡып- мы, аптырапмы милицияға шылтыратырға мәжбүр булған	ba	grammar-or-spelling
9b747d5596da1bb4ab818d4058ac60abfeda9f6138d1ed9766f4f8d1527faf31	Бына әле лә класта ғауғаның сығыуы шул иртәрәк ҡайтыу хәстәрләүенән икән тине.	ba	grammar-or-spelling
c005f4d338fe621263be899c518eb6b130fe7edbb6881d962426db49e1290377	Нимә, атаҡлы икән, әллә, профессор алтын сығара, тип	ba	grammar-or-spelling
b52f0487230c87635941bff8ff9392c727932cf63e5e1a854f7ab421677672e6	Әй, шәп ҡыҙ ҙа инде ошо Әмилә.	ba	different-language
cb71041c365526f951021a3dedc3444fe04f8dd277abe00e832cf332872e935c	Артында ишек биклә-, мгнән, Вәсим биленә тиклем сисенеп ташланы	ba	grammar-or-spelling
bad0dd8369a23be07b685dc142c319046f246d803a2d1c53042c097d33ab45de	Гөлшандың косып каһы ҡыҙыл бит	ba	grammar-or-spelling
c673efb3131e1ee8581d1c911dc752ca73e5279da65f5e2ca6529a8bbeb3df43	Тағын ҡырҡ һум тапһаҡ, Даянға бирәбеҙ ҙә ҡотолабыҙ.	ba	grammar-or-spelling
bad0dd8369a23be07b685dc142c319046f246d803a2d1c53042c097d33ab45de	Гөлшандың косып каһы ҡыҙыл бит	ba	grammar-or-spelling
d9214f679111941e8fd9c4a54ca52b11cc47d3d4e32b8041064635f5a9fb8fa9	— Түҙәһең инде.	ba	grammar-or-spelling
dc2f9906d3dd33c47fdf82806a24d01490d67df4a186726eccf7d20adc22171f	Флүрә, эштәрен бер аҙ теүәлләгәс, бик оҙаҡ асыҡ тәҙрә- н	ba	grammar-or-spelling
e91eaf42681a59087b79dccce55f2af0db10b0a5e2ddd39e5e5171569a95bdee	Һ ин п	ba	grammar-or-spelling
c747dfdf6bce4edad3a7c74e3e95d894c3c0d680a84d68d78bc8d9c7a73d5bcb	Типография директоры ҡасандыр больницала яғып сыҡҡан икән	ba	grammar-or-spelling
cb71041c365526f951021a3dedc3444fe04f8dd277abe00e832cf332872e935c	Артында ишек биклә-, мгнән, Вәсим биленә тиклем сисенеп ташланы	ba	grammar-or-spelling
e9b47aada9f620d2fe43a06b7f9b862c0df789ce72ecb2ed04a7496460186022	Нимә ҡарап тораһығыҙ, машина-аН	ba	grammar-or-spelling
c4929ef231ab29eec85f3b8474ac425cfff8710cce3992f2e9c60f9eab8c2e42	Башҡа бер Мим	ba	grammar-or-spelling
c4929ef231ab29eec85f3b8474ac425cfff8710cce3992f2e9c60f9eab8c2e42	Башҡа бер Мим	ba	difficult-pronounce
ff786189fdd34603c7bb1f04c6e0a5bb89459650338d4ea9ec179dd8619c876b	Һитәһенә лә атаҡлы профессор булып бөтөргә тимәгән	ba	grammar-or-spelling
01c89d1f2e47d6e05c2e54f29e08caf1749dc235a2ef801670a78ae20bfc1784	Үҙ алдына моңһоу М	ba	grammar-or-spelling
01c039ee60da5f987723faf8894628cd24a649eb20b0f51cda6729799b43979f	Күр-күрҙеңме, Кәшфи, ҡартлас ми-минең пландарҙы р-раҫланы	ba	?????
232bf4430a3a39f99b0d01053a34313a2e88ec197aa573b64377a9eff71ddcee	Ҡыҙыу бесән мәлдәре башланып китте	ba	?????????
30f6b85526cf1d023474edddefc5dde6fe9ce55cc6a71f1a87ef57a17d712d99	Арыҫлан Рәхмәтулловичты яратып шидылар	ba	grammar-or-spelling
3bc1258b94469b95e6ebc5ee388d5cf6ba1e81b158e2fa189a96b7fc31894298	Каҙнабаев кабинетында кеше күп түгел ине: партбюро икрстцры Сибәғәтуллина, СТК-нан Яманһаров, профсоюз	ba	grammar-or-spelling
42ebe5c0c911c713c39313565b996d7ce39bf1a599e69542e0fdce1fb385e684	Мине институтта лек- нпялар көтә	ba	grammar-or-spelling
f3a2ff365d0c3ec24548837c1a8c7911620db150bf4e6831019ef80aaa5685ce	Шулар рәтендә республиканың берҙән- оср ҙур больницаһының берҙән-бер баш врачы ла көтә	ba	grammar-or-spelling
41d0ff5d6bd5f794914025407ca78a150c632dba4e0f0336910586ff0e517945	Ҡатынының панамаһын үрелеп алың алма ботағына элде	ba	grammar-or-spelling
cb71041c365526f951021a3dedc3444fe04f8dd277abe00e832cf332872e935c	Артында ишек биклә-, мгнән, Вәсим биленә тиклем сисенеп ташланы	ba	grammar-or-spelling
2b3141c534f8cc91159cd977a11ba535318992aba2d0b2ba488b090add6b78b6	раһимович, — Айытҡоловтың әле ризаһыҙлығы йөҙөнә сыҡ­ ҡайны инде	ba	grammar-or-spelling
03c401f4fb0f70a00e40c5aab44733eb353bd2fa44323c8654c35ab27415a894	Уға күтә- р ни ҡарарға ерәнеп ултырған Шамратов, ирекһеҙҙән генә	ba	grammar-or-spelling
f6037c79b6c86d945803b27723c5c1c215b5a16505ba05a810738aa02a62fe1f	Был фекер туплау өсөн мөмкинлек ипрср	ba	grammar-or-spelling
50955ba6a436a6fa0f043cb4093e7c60090c670e9770c15c4f16ee605c49c236	Ингәс тә буш урын табайым тип йән-яҡҡа ҡараштырҙым.	ba	grammar-or-spelling
28eec4cbba82e51c06a6b57969cebe9722f6a3195f9c2661e4d2cd5fbee47166	У лар бит минең тик ятмағанлығыма	ba	grammar-or-spelling
4fc453f1d92af9f9415363b8883211855ee4e1f8cb07110942ec2acd7be1d0a5	Анау тапҡыр һеҙгә йыуаса алып килеүемде лә оҡшатманы.	ba	grammar-or-spelling
093e6b771bfe8edbf1be5f2a170a6b7ecc59476aa06064d84821bc31a9169045	Щтлы осрашыуҙарҙы хәтергә төшөрҙө	ba	grammar-or-spelling
35594323e988ef053860e215b2afc56fb91879916d949d0488c37fff1ae5fc77	Ә ысынында иһә трлө урында төрлө төркөмдәр ултырышып алған, һәр кем	ba	grammar-or-spelling
4d0a0867f7f920931c9dd8343e9f73cc0fff980c7c2270ee2dab4a7e6542d78b	— Тор­ моштоң, хәйер, минең өсөн еңел булғаны ла юҡ инде	ba	grammar-or-spelling
44c006d0ede33726e9338602ca48f5041e6a1c3b93e8e541e2d259343d075bb4	Әлеге дуҫтар нрҙам итте инде	ba	grammar-or-spelling
237f6825dc8d733b3043c3ad77517d312b3d3f188c2d01592ee80f6f2ccc8aab	Ҡ аҙнабаев уға күҙенең ағы менән ҡараны	ba	grammar-or-spelling
37b4b7b18acada9ed5ff748e3857478b13ab8d863fd7dc43a2720fcf4a00c1b5	Өфөһөнә тилграм бирә лә, әллә кем тигән урыҫ самолетҡа һалып ебәрә	ba	grammar-or-spelling
496f42440ab83e8b59414646b37cffe5d660c34acebd883688060cb21f4c721a	Ҡәмәр егеттең артынан этге	ba	grammar-or-spelling
510856564d5c0e20c5b176293b5ee5c148b180e559df3f1ded68382bdc707a89	Ҡал- ганы уның эше	ba	grammar-or-spelling
40c904b95deb709dd3393aa38e35e32fbe3d33daef9a2596657ae02b570b724a	Уның уң Битенә, ҡыҙарып, ороланып торған шешкә, баянан бирле Ютибар итә ине	ba	grammar-or-spelling
03c401f4fb0f70a00e40c5aab44733eb353bd2fa44323c8654c35ab27415a894	Уға күтә- р ни ҡарарға ерәнеп ултырған Шамратов, ирекһеҙҙән генә	ba	grammar-or-spelling
4c3f76444de0d25999cc9a97d226612f42393010ce1f06d16ff08ce42bd82662	Былай ауыҙыңды асып троһаң, кис тә етер.	ba	grammar-or-spelling
16ed4ca89f82203284ccb01612841d27e6a78f954daa2bec7c41ddfee0ca76e6	Тахта ситенә ултырҙы ла оҙаҡ итеп Ҡәмәргә ҡа раны	ba	grammar-or-spelling
3f9a96114d5957db0432181e1fc03d77e53f10f8addfd5044b9238624ba15d04	Ә теге дейеү тураһындағы әкиәтегеҙ матур, бик матур, һеҙ нимә, халыҡ ижадын йылһығыҙмы?	ba	grammar-or-spelling
56415fd5c73b75487ace0f9057ae3d2fc110392668ab4f5c31bb2a885b7b497c	Һәр хәлдә, ошо агитация барған мнии	ba	grammar-or-spelling
557903b1e275465cc295aa3a654ab5860beb4aa782ea8edcf29b42e71138d695	Ап­ тыраҡ	ba	grammar-or-spelling
5410af6471797695126d07e3c0854b021b59b98522e432e0f569922e1b13933b	— Бына әле генә онрттом	ba	grammar-or-spelling
5064964a20bf40029facbe0f13889f8a3911878739abf1c9ba3804225cf2bb05	Шул тиклем көсәнгәнмен, хатта алғы тештәреп сатнап киткән.	ba	grammar-or-spelling
1a608fd074b70e921267e82e4108291aef4dafa8b21377678d24c9941e8bae79	Ғилман ҡул һелтәгән булды, үҙе Зефәрҙе яратып ҡына булһа ла шелтәләне:	ba	grammar-or-spelling
30f6b85526cf1d023474edddefc5dde6fe9ce55cc6a71f1a87ef57a17d712d99	Арыҫлан Рәхмәтулловичты яратып шидылар	ba	grammar-or-spelling
52a990ede786444a180a5b1585873fc160f577a0bb75a3d8989ebf609ce45823	Фуражкаһына оҙон алып сәскә ҡыҫтырған булған	ba	grammar-or-spelling
590534ff0b06b61c629b4dfd83ba929dc5e6c7b73c70ee69d1a442c880850a0d	Бөтәһе лә һораулы ҡараштарын Лрыибаҫаровҡа төбәне	ba	grammar-or-spelling
3bf050d812f6d134426226761275cc1957e5466f970b11b36e5a5cfa16676f82	— Кананы тура килә	ba	grammar-or-spelling
56123c30a5da24a0c438bbc3deb72794388e2cf42bea71b1bef4edc74c319289	Һирештеләр ҙә икеһе ике яры китеп юҡ булды	ba	grammar-or-spelling
55c1bba460e85372d9109dab833f660d9d845e5b7f2f6939e1ad1313256c8b58	Уның ҡарауы, залда бөгөн Яппаровтан да бәхетлерәк кеше бул- магандыр	ba	grammar-or-spelling
544d6a6ae7de353af6b5d8abf1609ed2d10613fa099f75d116695bd5105a5327	Ғүмерҙә тартмаған кеше өҫтәл тартмаһынан сигарет алғайны, шуны ыуғылап ул­ тырҙы ла, кире ырғытты:	ba	grammar-or-spelling
4914a38b00db61a421ee8d20976248f1dbd85ef06d9cb02952208b2c7ef30218	Кем белә, институтыңды ММнмлпгас, бәлки, беҙҙең клиникала эшкә лә ҡалыр инең	ba	grammar-or-spelling
3ef4081f4da16ba7ce322ce8efa1082f75d5ca9abc2fa1f1536a68724d0dd64a	Пенсеһе лә килеп тора	ba	grammar-or-spelling
3edb5b92a4c7734835a398dad0f184e3ddf076566f984b8319a9c032f153c2fb	Әммә әлкә комитет бюроларында, Министрҙар Советы ултырышында баш бирмәгәнлеген белә	ba	grammar-or-spelling
5e61128e889883246484d87fb5d7eabef85812558d96a04b19e21cfdfb4ce558	Ш аҙра беҙҙе кпгортто	ba	grammar-or-spelling
5c7382aa8ff3ad394554258a71eebcc8fe2f8b5e7710693a59cac93cdd4c4836	Егерме өсөнсө бүлек	ba	grammar-or-spelling
5e61128e889883246484d87fb5d7eabef85812558d96a04b19e21cfdfb4ce558	Ш аҙра беҙҙе кпгортто	ba	grammar-or-spelling
62985b666a6637169dd2017cdc9e09ba947dd75b3b482ee8743fbf5229721747	Ул көндө кәргә генә ҡ ц д ы р инде	ba	grammar-or-spelling
5e61128e889883246484d87fb5d7eabef85812558d96a04b19e21cfdfb4ce558	Ш аҙра беҙҙе кпгортто	ba	grammar-or-spelling
6949f27702cc645d237e17e218b61c5ddba0a798561f1bbdf0e3e6121535749f	Ошо чәлгә дүртәүләп ҡыуаныштылар	ba	grammar-or-spelling
54b3f53f11456b752868f6f867ff71041b7b8b5d4ade511702a278cbde736795	Ун тулырға яртН сәғәт ваҡыт бар ине әле	ba	grammar-or-spelling
30f6b85526cf1d023474edddefc5dde6fe9ce55cc6a71f1a87ef57a17d712d99	Арыҫлан Рәхмәтулловичты яратып шидылар	ba	grammar-or-spelling
093e6b771bfe8edbf1be5f2a170a6b7ecc59476aa06064d84821bc31a9169045	Щтлы осрашыуҙарҙы хәтергә төшөрҙө	ba	grammar-or-spelling
4634bdca1d9f49987cd6ca1e59b0013ce5e6319e7cc7a87bcabc7c37e5d4668e	Теге ишетте, ғазапланып башын борҙо, һаҡаллы Наси- ровты күреп, аптырабыраҡ ҡалды шикелле	ba	grammar-or-spelling
f3a2ff365d0c3ec24548837c1a8c7911620db150bf4e6831019ef80aaa5685ce	Шулар рәтендә республиканың берҙән- оср ҙур больницаһының берҙән-бер баш врачы ла көтә	ba	grammar-or-spelling
70041237822ecdcf28292beb76557322f79530952fdf1d26334f53e491990424	? Анау әкиәттәге кеүек, ауылым янына осор ҙа китер инем.	ba	grammar-or-spelling
5447611d09947ebb8213c6fcca93798ca73907835c1fc5f0bb7ef8c590415af7	Ни- ңәме? Һин беҙгә бик ҡиммәтле мал	ba	grammar-or-spelling
71b686914a8e46ca952dc189360396e54be45fa18b0148e912023e8c78e7d0ae	Ул апайҙы түр яҡҡа ҡа­ лын юрғанға төрөп ултыртып ҡуйҙы	ba	grammar-or-spelling
51142506899c47837aa27690a7da420639f00f3b5fe7bebe2e2958b2b250a01f	Профессор тәҙрә төбөндә ҡалын бер пачка булып туҙан- шыл ятҡан ҡағыҙға иғтибар итте	ba	grammar-or-spelling
685cf1f9c7c633e2ad9730d6aebe14b29f21155b02b93b69e0b6826b427fb23a	Быны Йәғәфәрова шунда уҡ то­ топ алды	ba	grammar-or-spelling
6b08fe2263b8bb914b2e7f3bf76bdba6bce834e76dee5ce61c7275d52bd95e06	— Йәнә яңғыратвп ҡысҡырып ебәрҙем.	ba	grammar-or-spelling
72904800b1101032f439519f68fefffe6be44542df80a444c1de247aac585a01	М-мин б-был д-донъяға яңылыш тыу-тыуғанмын	ba	grammar-or-spelling
69858b526d79e33e9c12014b5b558dc1bf5d9712aba548f382d3a78ae5044678	Шунан кеҫәһе- и ш зажигалка сығарып милиционерға бирҙе	ba	grammar-or-spelling
6985ccafe991e69d30b4ec560f768900da42acad21fc39e65b372c7e7fe2eaab	Мша килеп етерҙәр	ba	grammar-or-spelling
659dcc42e40a4fd43a470571f1165757834fe33a69732dadffdfee4b99746445	Шуның бер етешһеҙ ягы бар, шикләндерә	ba	grammar-or-spelling
f6037c79b6c86d945803b27723c5c1c215b5a16505ba05a810738aa02a62fe1f	Был фекер туплау өсөн мөмкинлек ипрср	ba	grammar-or-spelling
78842a438d5507cac8fcb34c9f6f22f3078aa8c8441d2fd237815c4d1d8824c7	Алдындағы бер нөктәгә тө­ бәлгән дә онотолған	ba	grammar-or-spelling
6b901a19f4a5da7508fb40776db594b3cb14eb2770b9ecb6aa194e5dde3935cd	Әлеге лә баяғы, пробле маға бер яҡлы ҡарау булып ҡалды	ba	grammar-or-spelling
7c636e6508207396b0d44d2047d54c3029ba9081658894be1fe03eb32b19cfff	— Киттек, әтеү икебеҙгә лә эләгәсәк.	ba	offensive-language
7c636e6508207396b0d44d2047d54c3029ba9081658894be1fe03eb32b19cfff	— Киттек, әтеү икебеҙгә лә эләгәсәк.	ba	grammar-or-spelling
659c8e617c53272166e937586c81dbd8f6c939d920e5dc6f6927eb7ca245523a	Сәсәкәнән сәскәгә безелдәп иңкеш осто, ҡыуаҡтан ҡыуаҡҡа, ҡанаттарын пырылдатып	ba	grammar-or-spelling
7976c31d2b6d4e6680cdf7e13b98f8e57ed99d4bddd508ae8dcbb434bfec0c79	Халыҡ хужалығын тергеҙергә кәрәк пие бит	ba	grammar-or-spelling
6a6212a354a5a69a7bbbd048078e479991855d1c563a33313710aa4867ff7b73	Нисек хәлдәр? Беҙҙең тау бой­	ba	grammar-or-spelling
7437bfdd4ddd3100c1a8158f90ef2867bb47edeae3472984c18d71487916e9cd	Токорҙо һиңә Таштимер	ba	grammar-or-spelling
6eb25fa03096e4fea50f39c70685bbf697c98809eb2a0bd6ee6c5d60980c0e82	— Үҙе оҙаҡ итеп, тараштарына айырым бер мәғәнә һалып, кәйефһеҙ генә	ba	grammar-or-spelling
62985b666a6637169dd2017cdc9e09ba947dd75b3b482ee8743fbf5229721747	Ул көндө кәргә генә ҡ ц д ы р инде	ba	grammar-or-spelling
67324901bb33e041003b07d7627edf950991ed24bea834a9676abe2513e4bea4	Төшкә табан ғына өйгә ҡайтым индем.	ba	grammar-or-spelling
8831ef05253672fdcf77618618d6fd635a6d75090bf068908a14c14578027d2b	дарҙы беләм мин, хәйләкәрһегеҙме әллә түҙемлеһегеҙме, j беҙҙең кеүек ҡыҙыу баштарҙы тиҙ һыуындыраһығыҙ	ba	grammar-or-spelling
8a60b4992635a381313a335afc25fb65b0d20a8354fa110355278a49c21cf70c	Мәрғүбә листовкаларҙы торба яһап төрөп ҡултыҡ аҫтыпм ҡыҫтырҙы ла ишеккә атланы	ba	grammar-or-spelling
69fcea9e3ea120d7014dd075019c6199528ea7c8ea04057db01cbc90827eab42	Нурихановтың тәне щралып барған кеүек ине	ba	grammar-or-spelling
69858b526d79e33e9c12014b5b558dc1bf5d9712aba548f382d3a78ae5044678	Шунан кеҫәһе- и ш зажигалка сығарып милиционерға бирҙе	ba	grammar-or-spelling
44899ada4161df25274ee8fc306e4d6e259206f04fe7099b1900952b7d2ea054	Йәғәфәрова үҙе ошоларҙы уйлай, үҙе һаман Яубаҫа­	ba	grammar-or-spelling
51142506899c47837aa27690a7da420639f00f3b5fe7bebe2e2958b2b250a01f	Профессор тәҙрә төбөндә ҡалын бер пачка булып туҙан- шыл ятҡан ҡағыҙға иғтибар итте	ba	grammar-or-spelling
7e8efaaa936943a05c3f2e3b71a1772c642ad5014ac4f086feaf78fdc26efbe9	Аҡырманы-баҡыр- мины, ҡаҡманы-һуҡманы, ә донъяны көттө	ba	grammar-or-spelling
