sentence_id	sentence	sentence_domain	source
335fedaa3fe589acccce9a9a80e649022de4efac675e3a210de1ceab1bfc2d89	দুটা ল'ৰায়ে মদাহীটোক টনা-আঁজোৰা কৰিছিল।		স্ৱ-উদ্ধৃতি
336385058f5d40b6ce0bdf089375a2509ef3eeb5c67e61693c5c1391d7d22d6e	"  "" হব নে হ'ব"" কোনটো শব্দ শুদ্ধ?"	general	নিজৰ 
339a838030b58b51950f94eaef1c399ccbd2e5f968aeb73a2148fa3626df1244	আপুনি এতিয়াই বেগা-বেগীকৈউ  উভতি যাওঁকগৈ।		স্ৱ-উদ্ধৃতি
34ddbef1deb32993177107c1591788164322e23788ddf0a0a49d195fa029d9b8	বিছ বছৰৰ আগতে শৰৎ ডাঙৰ মানুহ হ'ব পাৰিব বুলি মই ভৱিষ্যতবাণী কৰিছিলোঁ দেখুন! 		স্ৱ-উদ্ধৃতি
34eb63b51a6ac46b6cabc97880df96d5e0805c562aa686ea78118e5ff1a03d0f	চব্বিছ ঘন্টাত পৃথিৱীত এদিন হয়, আনহাতে চন্দ্ৰৰ এদিন পৃথিৱীৰ উনত্ৰিছ দিনৰ সমান।		স্ৱ-উদ্ধৃতি 
35e1dff7dd4714fb16346d1b1a00457801a0b26904e03349e29619f05291eb2a	আচল মানে প্ৰকৃত,নকল নহয়; আৰু আঁচল মানে চাদৰৰ আগডোখৰ।		অসমীয়া অভিধান 
36afd2ee6e4b4161f11f21822fcdb75c30d15016697161c3a18f6baeabdb2790	তেখেত সকলে আমাৰো নিজ জাতলৈ তুলিলে।		Sentences from various sources
3725560f32589dbb9b7ebb1aecf8307be342c91d012b3be1f4a0118605e3e88e	ควรอ่านประโยคได้ง่าย		common voice
3761b30906221b43e2698ccf5510ca81ac4e4a25a257872dffbdc59cfc3ffeaa	মুৰৰ পৰা ভৰিলৈকে ঢাক খাই আছিল তাইৰ		Sentences from Short Assamese stories
38b09abfe575a65f15b7318202a546ad5e4fd57392b8865278406454de44425c	ট্ৰেইন-বাচ আদিতো একেই ভদ্ৰতা		Sentences from Short Assamese stories
38f6056aafa5748c81a47300fac25e5b960b91858004b3ff42f0c327935a0162	লাই পোৱা কূকুৰে ডিঙিলৈ জঁপিয়ায়।		অসমীয়া ব্যাকৰণ 
3a2619cbfde13cd03b42c26be5d17d38d0403f2b7f46b12a20477c01735c9747	বজাৰত উপলব্ধ পানীয়বোৰ স্ৱাস্থ্যৰ বাবে ক্ষতিকাৰক।		স্ৱ-উদ্ধৃতি 
3a2f39a3e8687a8e878bffbde6d00a91c9ade774fa6d56d3737f747b8994296c	నేను ఎలా ఉదహరించగలను?		common voice
3d160e28c83bdd97675a7a7ce721548684a76408101f5c6ad3064eccfb159660	প্ৰাক-শংকৰী যুগত  মাধৱ কন্দলীয়ে অসমীয়ালৈ ৰামায়ণ অনুবাদ কৰিছিল।।।		স্ৱ-উদ্ধৃতি 
40ae9a732ea7c0f0f4347892ca4a1ad4ab8d27986143b062aa5bc77b46b0364c	কিন্তু পৰ ৰাজ্যত হস্তক্ষেপ নকৰা নীতি প্ৰৱৰ্ত্তক গৱৰ্ণৰ জেনেৰেল স্যাৰ জন স্যোৰ বাহাদুৰে		???? ??????
43e7b60d4a59099af57991911ac0c0f820b1ad9f1d2c41b28654f6aec91ac08c	তুমি কি কৰিবা অভিজ্ঞতাই সেয়া নিৰ্দেশ কৰিব,অত্মবিশ্ৱাসে কামটো কৰিবলৈ তোমাক সাহস দিব।		স্ৱ-উদ্ধিতি
43f80ccd5daac5f45eed376d27f3367d608723c3beeae3bf53d4e2505d2587a8	আৰু অলপমানৰ পিছত সেই শব্দটো ঘোৰাৰ টাবৰ শব্দ যেন লাগিল।		???? ??????
44280dfe103faa79d5e2542b32eee8d62c0c7ba36c5d4e9d40cbeb596edde106	চাহ খাবলৈ চেনী নাই, তই থাউকতে দোকানৰ পৰা আনি দে-চোন।		স্ৱ-উদ্ধৃতি
452048d9da8d97bd980af842b79ad9371a6b2c11148d58dcc3fc392c5b7defe6	আজি লিখি আজি আছো চাকৰি নকৰা এজন জেষ্ঠ নাগৰিকৰ কথা।		Assamese stories.
48ba97fee9817fcbda6f658a6ec9c1585079b33f033954437811aaad145463c0	ৰাক্ষস টোৱে সোপা-সোপে গিলিব ধৰিলে।		স্ৱ-উদ্ধৃতি
48d4cb1a4411ed6f7565fcae54b88e9b9549a9bd1693be04b551a5ef70d8c82f	চকুৰ আতঁৰেই মনৰো আঁতৰ।		অসমীয়া সাহিত্য 
4a0dd414ae937c95e6af06c274fcc6093956f69661b2a6346bf4ce0c3f677c2b	ৰেলখন কামপুৰ ষ্টেচন পাওঁ পাওঁ হৈছে।		স্ৱ-উদ্ধিতি
4a7bce8b80cb9df06fa8df14386c2e996063465c6abdc4bea5752ffd64f07dfb	"""গেৰেউ-গেঁথেউ"" শব্দৰ কৰোঁ-নকৰোঁ ভাব।"		অসমীয়া অভিধান 
4aa47ab9de0a0e54227b855454f300bff6768bad712c2efe8b24e58205d21589	" ""বিশ্ৱ"" শব্দটোহে আমি অসমীয়াই উচ্চাৰণ কৰোঁ। কথাটো লক্ষ্য কৰিছে নে বাৰু?"		স্ৱ-উদ্ধৃতি 
4c90717c59cdf60bb2fcfc7cecf06b8f53a1ecac5c2fd3fc364be533da55e791	আমাৰ বাবে খাবলে' কিবা আছেনে?		Sentences from various sources
4d80a8b3fc9b42af2cf64a43194edc72c22eac57326a6f35dccf619efde55d86	আৰু বিশ্বাসঘাতকতাঅ মহাপাপৰ ফল তোক ঈশ্বৰে দিব।		???? ??????
4daa466d8037b3306d6d1fbc5c854683fb87f61b1f4dee4a6e8fdb2fdbed513a	আধুনিক চাহিদা পূৰাবলৈ মানুহে অৰণ্য ধ্বংস কৰিবি লাগিছে।		স্ৱ-উদ্ধৃতি
4ddd48fdb95257c3b65620c39a94c5f4c149ebbde88f1b3954c797d0f99c7977	অসমীয়া মানুহ বেছি উৎসৱ প্ৰিয়।		স্ৱ-উদ্ধৃতি 
4dfc3e7af70d49013219d9e8524dddaedc6a846796f9ba775e69b576a5e49043	তোমাক সিহঁতে এনেবোৰ কামত লগাই ভুচুং পহু সজাব খোজিছে যেন মোৰ ভাৱ হৈছে।		স্ৱ-উদ্ধৃতি
4e0d606c9b28b68a78ce4694c13a88d0365d8c6920b1f2bb791744bb529aa00a	ডেকা বয়সৰ পৰাই ভৱিষ্যত জীৱনৰ বাবে অলপ অলপ সঞ্চয় কৰা অভ্যাস কৰিব লাগে।		স্ৱ-উদ্ধৃতি
4e214202e4edc2254a55268928397c708b2ed740ad966c1a063f1bee7546f018	বলিউড নামেৰে পৰিচিত ভাৰতৰ হিন্দী চলচ্চিত্ৰ আৰু দূৰদৰ্শন শিল্পকেন্দ্ৰটোও এই চহৰত অবস্থিত।		Sentences from various sources.
4e82c4db253d8f521489ea5811ad8c94e575b655d748bed6fbce4c775556575d	গে’মিঙৰ বাবে আছুছ আৰঅ’জি ভাল নে লেন’ভ’ লেজিয়ন?	technology_robotics,general	স্ব-উদ্ধৃতি
4eeed21401309e918ed32cbb1d6851c3e5b1aeddb01fadfb36f6bb48d88c25b6	মোৰ ওচৰৰ ন’কিয়াৰ শ্ব’ৰুম	general,technology_robotics	স্ব-উদ্ধৃতি
4f488d262bd1e3f39165e9e9b103456b221217545ee04017b935eedd95e9bc2b	আছুছৰ শ্ব’ৰুম ক’ত আছে?	general,technology_robotics	স্ব-উদ্ধৃতি
4fabcd06242cfef7ee32e3f59fbd11a060b9543573096c752ccb3a22855b2be8	ভালে পাই ভালক, জাবৰে পাই খালক।	general,language_fundamentals	অসমীয়া জটুৱা ঠাঁচ 
4fb0c96c98325b5758ea821cfe346b859cb8abfa9a638d0ef1dcc6e387d0e6c9	???? ???? ??? ???? ???? ??? ?????? ??????? ????? ????		Alcohol and Narcotics Free Assam
501130f3fca27a7d466283faefd24e3f1ae2848bcdbcff39493b114b626835fb	  স্ৱাভাৱিক অৱস্থা	general	নিজৰ 
505feac3608cc86cec680bb24d037b46a38dd4fc41cfe0c56a57f641f195a5fa	চতুৰ, দীৰ্ঘদৰ্শী বৰফুকনে হৰদত্ত বাঘক বধ কৰিবলৈ সূৰ্য্যাস্ত্ৰ গোটাই ললো বুলিহে ভাবিলে।		???? ??????
50a698ff6b5ded599673420ba5c18b838d3384ab7ea6019d1a4166b307ccc912	"""গঁড়"" মানে কাজিৰঙাত থকা খ্ড়গ থকা জন্তুবিধ ; আৰু ""গড়"" মানে ওখ প্ৰাচীৰ বা দুৰ্গ।"		স্ৱ-উদ্ধৃতি 
513b5213dc5c9e6a1fea235055b80caaef3316fcfc226c40f270d132f57d4251	ছাত্ৰ-ছাত্ৰীৰ বাবে মাইক্ৰ’ছফ্ট ছাৰ্ফে’চ লেপটপ	general,technology_robotics	স্ব-উদ্ধৃতি
51604e0c21e92892d84874606a790053c663ada31b80089f895d1f21489d91b3	গৰুয়ে জেউৰা ভাঙি গোটেই বাৰীখন থানথান কৰি পেলালে।		স্ৱ-উদ্ধৃতি
51aecc5529622d2778dac14258edf06cb6118c841b3a45c555a15a252b086664	আৰু অলপমান যাওঁক দে।		স্ৱ-উদ্ধৃতি
51df405c8e2e87ec417e69f6f23145feb99f2b5e8148e296bef7734c7d5985b0	এই চনৰ শ্ৰেষ্ঠ স্মাৰ্টফ’ন	general,technology_robotics	স্ব-উদ্ধৃতি
51fd1ba0d68b10f74aeb95efb07b330cc7d9a20fca37ae0d9a1d77365fe79917	তাতে মই ভাত-আঞ্জা বাটিয়ে বাটিয় বান্ধি দিওঁ, তুমি নি নি খাই থাকা।		Assamese stories
520684e16db95048fd2c529ca568218a0a592bf618b7164898e0e3d54b815e82	এদা বেপাৰীটোৰ কিন্তু মনৰ পৰা বেজাৰ নগ'ল য জালুক বেপাৰী তাৰ কান্ধত উঠিল।		Assamese Novels
52d13b1281d4100318ca835934c719a854a187d1e593682ecab9ca65d3e3bdf9	শূণ্য আকাশলৈ তধা লাগি কি চাই আছা ?		স্ৱ-উদ্ধৃতি 
52fe75596c2c0840d715eb05b73fb9d22d186711690c07cb8614a625533fe7db	নাথিঙৰ স্মাৰ্টফ’ন	technology_robotics,general	স্ব-উদ্ধৃতি
53599c797780a766ef3ef401a1519cfb4645d4b0c01f8b4fbbab9b9d9073a55e	ৱায়াৰলেছ মাউছ	general,technology_robotics	স্ব-উদ্ধৃতি
542af57d3dd8a08e18a58a31dfd33116f1d5f6fe20d0af585f127acb9221ed7f	???? ??? ??????? ??? ???????? ??????? ?????? ?????? ????????? ???? ??????? ??? ????? ???		Alcohol and Narcotics Free Assam
542c604119f1523ba44dd10ae18286d81f35ab44d331b69081075e60d9e96f58	  ষাঁড় গৰুক তদাৰক নকৰি ইচ্ছানুসৰি ঘুৰি ফুৰিবলৈ এৰি দিয়া হয়।		স্ৱ-উদ্ধৃতি 
548f6c16ccd944f8f2503b56df5f28f985521ecfe41c68afc616660ef0d8976d	ৱানপ্লাছ ভাল নে গুগল ভাল?	technology_robotics,general	স্ব-উদ্ধৃতি
54d5f0b186aa21cade72f2f4381e8296c945622eb98f2aeb169925caea0a75f5	সেইটি মাত্ৰ ধনেৰে সিঁহতক বঞ্চিত কৰিলে সিঁহতে কি লৈ বুকু জুৰাই থাকিব?		???? ??????
554dd14f7807d6fc00d5443f2c367700a678c3e299af49f1c65bd8f640882e1b	শুভাকাংক্ষী সকলে মোৰ জন্মদিনত শুভেচ্ছা জনাইছিল।		স্ৱ-উদ্ধৃতি 
55b30db3e8c5ec6b0710d43a4ef0c844116b28583201ffc4c0b75bc8c116044d	গে’ম খেলিবলৈ সবাতোকৈ ভাল ফ’ন কোনটো?	general,technology_robotics	স্ব-উদ্ধৃতি
5625d4526961e0a7847b4e1992b0e37349d416d7fb743b5f67b0a43806434aa2	লেন’ভ’ৰ লেপটপ	technology_robotics,general	স্ব-উদ্ধৃতি
56571035a747e58d1bc12dbd5c112cb7c4fc5eb923d339a9e3a90e50f4cf85ae	গুগলৰ দোকান ক’ত আছে?	general,technology_robotics	স্ব-উদ্ধৃতি
565c77579adedcc0e5bd0068556e076c1594821197ff0d6f61438682f1686440	যতে মিৰি গাভৰু অসতী অৰ্থাৎ এটাৰে সৈতে প্ৰথমতে হাত-বাত কৰোঁতে আপত্তি নাই।		Assamese Novels
56821d0024b35208528f3cfcaff1f55b64a93eb2d515ca11b8e107379b8c0aef	আৰজিবি মাউছ	general,technology_robotics	স্ব-উদ্ধৃতি
57128a53f58c155aa37f4d4882cd4bb3c8fc7b120e73a1242be78ab625ac8015	"""গাইড গৰাকীয়ে মধুৰ হাঁহি এটিৰে ক'লে, ""ইয়াৰ তাৎপর্য্য কওঁ বাৰু।"""		Sentences from short Assamese stories
571ff0875229a82a1a66dfd1df8a0effc33d7b8266941d099c37d1d09befe357	ভালেহে জানে ভালৰ মোল।	agriculture_food	স্ৱ-উদ্ধৃতি 
574400e776a4ee85b4f0f50a7a740136e0323fe8c091951a9339b7baa3425303	এই বছৰ অপ্প’ৰ কি কি ফ’ন ওলাইছে?	technology_robotics,general	স্ব-উদ্ধৃতি
57468f649bc05e4185ff3b888bf4766dd38102c55a3fb327ae41cb4bd7c13f82	"""এই কথা দেখি কুৰ্ম্মীয়ে ""হখি তই গলি, মই নু কাৰে থাকিবি?"""		???? ??????
5763842794aa78922b0e485552eed52ca4224d571bdf59e2d7ecd27b9f1f9fc8	এই পুখুৰীটোও যে দুদিনমানতে শুকাব সেইটো ঠিক। তোমালোকৰ ভৱিষ্যতেৰ কথা ভাবিহে চিন্তা লাগিছে।		Sentences from Assamese stories
577d1a9fa681b476357f9699a5186c5c78640982c23c9ec45e4bd7b4daaefd12	বৰফুকন সভাসদ সকলৰ সৈতে চ'ৰাত বহি আছে।		???? ??????
5786b43f9ce5907301f69a000dfca250d8f16d59352e5eaa15a95f98f57fb114	এইবাৰ বপুৰাই মোৰ কলমটো হাতত লৈ ইফালৰ পৰা সিফাললৈ ঘূৰি ফুৰিছে		Sentences from Short Assamese stories
578f08c3621b85acf8434d0a20ae3e01417a4ba7481aba8d65b370b50b39f1fb	আৰু অলপদিনমান যাওঁক দে।		স্ৱ-উদ্ধৃতি
579fa7bb179f304da895b0dbe19756cab755d5e66920cfdf61fe2784dcfa20e3	খেতিয়ক জনে উত্তৰ দিলে, “কিয়, আপুনি মোৰ মনৰ ভাব বুজি পোৱা নাই নে?”		https://as.m.wikisource.org/wiki/?????-????/????_???_???_????_????_??????_??????_????
57b9eb0a145e2115834742250b6181a4008209038ad0a44810c499ab18ee7004	ধন-সম্পত্তি সম্ৱন্ধতকৈ ডাঙৰ নহয়।		স্ৱ-উদ্ধৃতি 
57da4b27ae230324b7e9556c45f77395febc28abb266f4cbabce54a2de526388	পুতেক অহা বিমানখন এতিয়াও বিমানবন্দৰ আহি নোপোৱাৰ বাবে মাকৰ মনটো উগুল-থুগুল লাগি আছে।		স্ৱ-উদ্ধৃতি
57dd7e9369b795e877f4a363939319295987f6b004d223968e664c2455338b67	মন নাথাকিলেও দি দিছোঁ		Sentences from Short Assamese stories
57ff9ed24beb92d9ea82482d6f2dd004098b1d02bc8fbe0db2085c39869f4051	সৰব্‌জানে এইদৰে কোৱা শুনি সৰু কুঁৱৰী হাদৈয়ে ভাবিলে যে সৰ্বনাশ।		Assamese stories
5811de5494ad550183afd565c0d949cdb837f94681ba2aeecdd5081dc6d3ebf6	আইফ’নত কি কি সুবিধা আছে?	general,technology_robotics	স্ব-উদ্ধৃতি
581417b23b0237042333563ae11ea4cef91fb440438ec55b91cbbce0d999d295	সি তাৰ গোটেই জীৱনটো এইদৰে টালি-বাজি মাৰি পাৰ কৰিবি পাৰিম বুলি ভাবিছে নেকি?	general	স্ৱ-উদ্ধৃতি
585c3c11c6056a11f94efc2fcaf1490dc9542051a1bfe98f6c157f89ccbbe4ca	আপুনি যদি নিৰ্দিষ্ট বিষয়ৰ লগত খাপ খোৱা প্ৰশ্ন বিচাৰে তেন্তে মোক জনাওক!	general,technology_robotics	স্ব-উদ্ধৃতি
5867232e327a786ce6a76ce1fb1bd02fc71c3439745a7b02a1ef645c84a58784	সিমান টকা নৰায়ে দিব নোৱাৰাত হালোৱা ৰাখিব নোৱাৰিলে।		Assamese Novels
588576b62e9c290dcea14e45b0f479bd92b54e8354f205986623ba523aeb470e	ঘৰত দুদিনো নাথাকিলা হ'বলা?		স্ৱ-উদ্ধৃতি
