clip	duration[ms]
common_voice_as_32844792.mp3	5760
common_voice_as_22075212.mp3	4896
common_voice_as_32852531.mp3	6408
common_voice_as_24178224.mp3	7848
common_voice_as_41092322.mp3	11808
common_voice_as_41078193.mp3	5400
common_voice_as_32844665.mp3	4608
common_voice_as_41148791.mp3	4536
common_voice_as_41083612.mp3	9036
common_voice_as_41109012.mp3	4680
common_voice_as_41273409.mp3	2520
common_voice_as_23598623.mp3	6864
common_voice_as_41112625.mp3	4248
common_voice_as_41099357.mp3	3708
common_voice_as_24200029.mp3	3276
common_voice_as_24178087.mp3	7308
common_voice_as_22635137.mp3	2768
common_voice_as_41325138.mp3	5868
common_voice_as_41092802.mp3	4860
common_voice_as_41249656.mp3	8316
common_voice_as_32840970.mp3	4428
common_voice_as_41128920.mp3	5868
common_voice_as_41080120.mp3	6840
common_voice_as_32850018.mp3	4968
common_voice_as_41132372.mp3	5436
common_voice_as_32852629.mp3	8568
common_voice_as_41138377.mp3	5796
common_voice_as_41077470.mp3	4860
common_voice_as_41366314.mp3	6048
common_voice_as_22080311.mp3	3624
common_voice_as_41083636.mp3	4428
common_voice_as_32850214.mp3	6228
common_voice_as_41152002.mp3	5580
common_voice_as_24178123.mp3	4788
common_voice_as_41310840.mp3	5760
common_voice_as_22155208.mp3	4128
common_voice_as_41096665.mp3	8280
common_voice_as_32850377.mp3	4860
common_voice_as_41342675.mp3	4860
common_voice_as_41106094.mp3	8280
common_voice_as_41128919.mp3	4968
common_voice_as_22081123.mp3	4056
common_voice_as_41096848.mp3	3600
common_voice_as_41109827.mp3	6696
common_voice_as_41152615.mp3	7740
common_voice_as_41106146.mp3	6588
common_voice_as_41106320.mp3	3960
common_voice_as_41148915.mp3	6660
common_voice_as_24200696.mp3	3204
common_voice_as_41342396.mp3	5868
common_voice_as_41084081.mp3	6156
common_voice_as_41132353.mp3	6120
common_voice_as_32850580.mp3	4140
common_voice_as_41366793.mp3	4896
common_voice_as_41084103.mp3	3600
common_voice_as_41112879.mp3	3816
common_voice_as_41099662.mp3	5328
common_voice_as_24198289.mp3	4068
common_voice_as_41252870.mp3	6660
common_voice_as_32546166.mp3	4788
common_voice_as_32869315.mp3	4176
common_voice_as_41078987.mp3	8136
common_voice_as_41200249.mp3	6480
common_voice_as_41096671.mp3	8460
common_voice_as_22076845.mp3	6696
common_voice_as_32852630.mp3	7416
common_voice_as_32852627.mp3	9756
common_voice_as_41096027.mp3	8856
common_voice_as_41112853.mp3	6948
common_voice_as_24196220.mp3	3132
common_voice_as_41096253.mp3	8388
common_voice_as_41138688.mp3	4248
common_voice_as_41112675.mp3	4716
common_voice_as_41140920.mp3	4608
common_voice_as_32849990.mp3	4716
common_voice_as_41271784.mp3	7056
common_voice_as_32862202.mp3	4680
common_voice_as_41078191.mp3	7596
common_voice_as_41138734.mp3	7488
common_voice_as_41096839.mp3	5040
common_voice_as_32862100.mp3	4968
common_voice_as_41200248.mp3	3816
common_voice_as_41099608.mp3	9756
common_voice_as_32850582.mp3	4860
common_voice_as_41116044.mp3	3780
common_voice_as_26560636.mp3	7164
common_voice_as_41100751.mp3	5148
common_voice_as_41096666.mp3	5616
common_voice_as_41140820.mp3	6588
common_voice_as_32850558.mp3	8100
common_voice_as_32850526.mp3	5580
common_voice_as_41138769.mp3	2808
common_voice_as_32840877.mp3	6768
common_voice_as_41244397.mp3	7056
common_voice_as_41090339.mp3	3276
common_voice_as_41091616.mp3	4608
common_voice_as_41099400.mp3	5040
common_voice_as_32842718.mp3	5328
common_voice_as_32546055.mp3	5616
common_voice_as_22191566.mp3	4656
common_voice_as_22634812.mp3	4519
common_voice_as_41319935.mp3	5580
common_voice_as_41096642.mp3	9180
common_voice_as_41078198.mp3	5328
common_voice_as_23362107.mp3	7008
common_voice_as_32852919.mp3	4788
common_voice_as_32850399.mp3	3816
common_voice_as_41098871.mp3	5328
common_voice_as_32850184.mp3	8316
common_voice_as_41202352.mp3	4356
common_voice_as_41100043.mp3	9036
common_voice_as_22083655.mp3	5304
common_voice_as_41082391.mp3	6300
common_voice_as_41144125.mp3	5796
common_voice_as_32850446.mp3	8388
common_voice_as_22030514.mp3	6336
common_voice_as_22152575.mp3	4824
common_voice_as_41114142.mp3	6876
common_voice_as_41132273.mp3	7848
common_voice_as_41195022.mp3	5508
common_voice_as_41200289.mp3	5508
common_voice_as_41097952.mp3	6516
common_voice_as_32862126.mp3	4068
common_voice_as_41165215.mp3	3780
common_voice_as_32852817.mp3	7596
common_voice_as_32844393.mp3	9756
common_voice_as_41195012.mp3	5760
common_voice_as_32850505.mp3	7776
common_voice_as_32850444.mp3	9036
common_voice_as_24178200.mp3	4788
common_voice_as_41366810.mp3	8676
common_voice_as_41271587.mp3	6156
common_voice_as_41094899.mp3	6120
common_voice_as_22030933.mp3	5304
common_voice_as_41109553.mp3	5616
common_voice_as_32862233.mp3	6048
common_voice_as_32843471.mp3	3960
common_voice_as_24198546.mp3	4716
common_voice_as_41202344.mp3	3780
common_voice_as_41082397.mp3	6300
common_voice_as_25101242.mp3	4536
common_voice_as_41175086.mp3	9828
common_voice_as_22634769.mp3	5381
common_voice_as_22075385.mp3	3696
common_voice_as_41077272.mp3	5112
common_voice_as_41310858.mp3	4500
common_voice_as_32850527.mp3	4500
common_voice_as_41123934.mp3	9720
common_voice_as_41252861.mp3	7488
common_voice_as_41098866.mp3	5580
common_voice_as_32329205.mp3	4068
common_voice_as_41100660.mp3	7668
common_voice_as_32843695.mp3	4716
common_voice_as_32869372.mp3	6048
common_voice_as_41343271.mp3	4248
common_voice_as_41100045.mp3	5940
common_voice_as_41091813.mp3	9540
common_voice_as_41094464.mp3	7848
common_voice_as_41116057.mp3	8568
common_voice_as_24178193.mp3	5688
common_voice_as_41152570.mp3	5976
common_voice_as_41097869.mp3	5220
common_voice_as_32844400.mp3	4608
common_voice_as_41084108.mp3	4500
common_voice_as_41078970.mp3	4248
common_voice_as_41084109.mp3	4320
common_voice_as_41114144.mp3	4176
common_voice_as_41138765.mp3	4788
common_voice_as_41277609.mp3	4068
common_voice_as_32862063.mp3	4680
common_voice_as_41128947.mp3	5148
common_voice_as_41366902.mp3	2196
common_voice_as_32546167.mp3	7020
common_voice_as_41122740.mp3	4068
common_voice_as_41138467.mp3	6048
common_voice_as_41252661.mp3	4680
common_voice_as_41141318.mp3	2340
common_voice_as_41109825.mp3	6876
common_voice_as_25093404.mp3	3816
common_voice_as_24178095.mp3	4860
common_voice_as_41271588.mp3	4140
common_voice_as_41090341.mp3	2988
common_voice_as_41272938.mp3	9036
common_voice_as_32546234.mp3	5256
common_voice_as_37362167.mp3	5400
common_voice_as_41165346.mp3	6876
common_voice_as_41094463.mp3	6588
common_voice_as_41189110.mp3	6696
common_voice_as_41248752.mp3	10188
common_voice_as_24199950.mp3	4500
common_voice_as_41243894.mp3	5580
common_voice_as_32843638.mp3	5256
common_voice_as_32862353.mp3	6660
common_voice_as_41132332.mp3	6048
common_voice_as_41106118.mp3	7956
common_voice_as_37362168.mp3	3348
common_voice_as_32840993.mp3	4428
common_voice_as_41094326.mp3	6696
common_voice_as_41132222.mp3	3960
common_voice_as_24199145.mp3	3420
common_voice_as_41128927.mp3	2736
common_voice_as_41202417.mp3	2916
common_voice_as_32850245.mp3	7740
common_voice_as_32844834.mp3	3348
common_voice_as_41098182.mp3	3060
common_voice_as_32844673.mp3	6228
common_voice_as_22079782.mp3	5976
common_voice_as_41103076.mp3	4356
common_voice_as_42464100.mp3	4176
common_voice_as_41098931.mp3	3096
common_voice_as_41168526.mp3	5688
common_voice_as_32850483.mp3	4968
common_voice_as_41099509.mp3	5976
common_voice_as_41083499.mp3	7056
common_voice_as_32850048.mp3	4716
common_voice_as_41202395.mp3	6480
common_voice_as_22083705.mp3	6096
common_voice_as_41128946.mp3	7740
common_voice_as_22075512.mp3	5256
common_voice_as_41148914.mp3	7236
common_voice_as_41342395.mp3	8388
common_voice_as_41138664.mp3	5220
common_voice_as_32850404.mp3	8100
common_voice_as_41324844.mp3	6228
common_voice_as_41098154.mp3	5436
common_voice_as_41080097.mp3	9468
common_voice_as_32862319.mp3	8316
common_voice_as_24200125.mp3	6192
common_voice_as_41097941.mp3	3960
common_voice_as_22155669.mp3	4584
common_voice_as_41271686.mp3	6408
common_voice_as_41138593.mp3	5796
common_voice_as_32852877.mp3	4716
common_voice_as_41090346.mp3	6516
common_voice_as_41090290.mp3	7560
common_voice_as_32862379.mp3	5076
common_voice_as_41273414.mp3	3708
common_voice_as_41090361.mp3	9108
common_voice_as_24178138.mp3	4968
common_voice_as_41141320.mp3	3600
common_voice_as_32843961.mp3	7128
common_voice_as_41106322.mp3	3528
common_voice_as_41090345.mp3	3420
common_voice_as_41106248.mp3	8460
common_voice_as_22081243.mp3	4944
common_voice_as_32869217.mp3	5148
common_voice_as_32862363.mp3	4896
common_voice_as_32546493.mp3	4428
common_voice_as_22158662.mp3	4656
common_voice_as_41096836.mp3	7920
common_voice_as_41098941.mp3	2376
common_voice_as_41094717.mp3	4500
common_voice_as_41303192.mp3	3960
common_voice_as_41077037.mp3	5544
common_voice_as_41096661.mp3	9576
common_voice_as_41080134.mp3	4428
common_voice_as_41094919.mp3	6048
common_voice_as_41100760.mp3	5616
common_voice_as_41078721.mp3	5508
common_voice_as_41148649.mp3	4140
common_voice_as_24178182.mp3	4140
common_voice_as_42646369.mp3	3636
common_voice_as_41082371.mp3	5580
common_voice_as_32862231.mp3	3960
common_voice_as_32850044.mp3	6228
common_voice_as_32850066.mp3	9468
common_voice_as_32850054.mp3	9756
common_voice_as_41094894.mp3	5580
common_voice_as_24196684.mp3	3816
common_voice_as_41099360.mp3	3240
common_voice_as_41083623.mp3	5436
common_voice_as_41098939.mp3	3096
common_voice_as_41083657.mp3	2700
common_voice_as_41096676.mp3	7416
common_voice_as_41140973.mp3	4176
common_voice_as_28666012.mp3	6336
common_voice_as_41274223.mp3	10836
common_voice_as_41098888.mp3	5580
common_voice_as_41077245.mp3	6768
common_voice_as_22030167.mp3	6024
common_voice_as_41083910.mp3	8316
common_voice_as_41090384.mp3	9180
common_voice_as_42646389.mp3	7740
common_voice_as_24201140.mp3	5688
common_voice_as_22084002.mp3	5736
common_voice_as_24178093.mp3	5220
common_voice_as_41080160.mp3	6336
common_voice_as_32850060.mp3	6048
common_voice_as_32843345.mp3	9180
common_voice_as_41099391.mp3	3780
common_voice_as_41138468.mp3	3456
common_voice_as_41128945.mp3	5328
common_voice_as_41110401.mp3	3960
common_voice_as_41079002.mp3	6660
common_voice_as_32862104.mp3	6048
common_voice_as_41100702.mp3	4140
common_voice_as_42646325.mp3	3780
common_voice_as_32869221.mp3	4248
common_voice_as_32546360.mp3	5148
common_voice_as_41248912.mp3	4356
common_voice_as_41167877.mp3	8676
common_voice_as_41148917.mp3	5148
common_voice_as_41110314.mp3	7488
common_voice_as_23362093.mp3	7560
common_voice_as_41109833.mp3	6876
common_voice_as_32852891.mp3	7056
common_voice_as_41106278.mp3	6948
common_voice_as_41271785.mp3	5148
common_voice_as_41366776.mp3	7740
common_voice_as_41310880.mp3	3816
common_voice_as_41100681.mp3	6840
common_voice_as_41252856.mp3	7380
common_voice_as_32844851.mp3	4248
common_voice_as_41366305.mp3	7416
common_voice_as_41112997.mp3	4320
common_voice_as_32843470.mp3	9216
common_voice_as_22635089.mp3	3448
common_voice_as_41366802.mp3	5616
common_voice_as_41110357.mp3	8100
common_voice_as_41092834.mp3	10116
common_voice_as_41083503.mp3	8028
common_voice_as_32850563.mp3	5688
common_voice_as_41200294.mp3	5580
common_voice_as_41103129.mp3	4068
common_voice_as_24199862.mp3	2232
common_voice_as_22245302.mp3	5376
common_voice_as_25078533.mp3	5076
common_voice_as_22192898.mp3	4608
common_voice_as_32869245.mp3	9828
common_voice_as_41110395.mp3	3888
common_voice_as_41082374.mp3	7668
common_voice_as_25093441.mp3	7200
common_voice_as_24178207.mp3	3888
common_voice_as_32862131.mp3	4716
common_voice_as_41273381.mp3	3528
common_voice_as_25109723.mp3	4896
common_voice_as_41083955.mp3	5760
common_voice_as_32843718.mp3	8640
common_voice_as_32850511.mp3	4968
common_voice_as_41132380.mp3	9108
common_voice_as_32869381.mp3	4356
common_voice_as_41144172.mp3	5688
common_voice_as_22186075.mp3	5664
common_voice_as_41094457.mp3	5040
common_voice_as_32850426.mp3	4788
common_voice_as_41140816.mp3	9000
common_voice_as_22081035.mp3	6264
common_voice_as_26560637.mp3	6912
common_voice_as_32850411.mp3	4968
common_voice_as_41098855.mp3	10116
common_voice_as_24178197.mp3	7848
common_voice_as_22634736.mp3	5590
common_voice_as_22074926.mp3	2424
common_voice_as_41249659.mp3	6588
common_voice_as_24196942.mp3	4644
common_voice_as_41097841.mp3	5616
common_voice_as_41076568.mp3	6984
common_voice_as_28665817.mp3	4500
common_voice_as_41189641.mp3	9468
common_voice_as_41098887.mp3	7128
common_voice_as_42464095.mp3	7848
common_voice_as_32852651.mp3	4680
common_voice_as_41143412.mp3	6156
common_voice_as_32546523.mp3	4500
common_voice_as_41090372.mp3	8568
common_voice_as_41083504.mp3	4860
common_voice_as_22079062.mp3	7824
common_voice_as_32866348.mp3	5040
common_voice_as_41112891.mp3	4968
common_voice_as_41078735.mp3	7416
common_voice_as_22079450.mp3	6816
common_voice_as_41100057.mp3	3780
common_voice_as_41099574.mp3	5616
common_voice_as_22155660.mp3	6576
common_voice_as_41078202.mp3	4644
common_voice_as_32840923.mp3	3996
common_voice_as_32843578.mp3	7020
common_voice_as_41274255.mp3	3996
common_voice_as_22077297.mp3	6936
common_voice_as_32546213.mp3	3816
common_voice_as_32844779.mp3	5976
common_voice_as_41202493.mp3	5220
common_voice_as_41138520.mp3	5040
common_voice_as_41094903.mp3	6768
common_voice_as_41082375.mp3	6660
common_voice_as_41095179.mp3	4968
common_voice_as_27196857.mp3	4932
common_voice_as_22076584.mp3	3816
common_voice_as_41277612.mp3	5076
common_voice_as_41132278.mp3	7200
common_voice_as_41094902.mp3	3996
common_voice_as_41083634.mp3	3780
common_voice_as_24178094.mp3	5220
common_voice_as_41083647.mp3	2340
common_voice_as_41148647.mp3	8280
common_voice_as_23362104.mp3	7656
common_voice_as_32866353.mp3	10080
common_voice_as_41091669.mp3	8496
common_voice_as_41100656.mp3	5796
common_voice_as_41248886.mp3	5076
common_voice_as_32866350.mp3	6696
common_voice_as_32850525.mp3	3528
common_voice_as_41152614.mp3	4176
common_voice_as_32546296.mp3	2880
common_voice_as_41109602.mp3	3528
common_voice_as_32843641.mp3	7308
common_voice_as_32850555.mp3	7848
common_voice_as_32850344.mp3	6048
common_voice_as_32850447.mp3	4428
common_voice_as_24198273.mp3	3744
common_voice_as_32843796.mp3	8676
common_voice_as_32843923.mp3	4428
common_voice_as_41302831.mp3	7596
common_voice_as_41098847.mp3	7776
common_voice_as_41302936.mp3	7056
common_voice_as_41165079.mp3	5580
common_voice_as_41100686.mp3	4788
common_voice_as_22074939.mp3	4176
common_voice_as_41148334.mp3	5076
common_voice_as_41078961.mp3	5040
common_voice_as_41100693.mp3	4788
common_voice_as_32866339.mp3	6300
common_voice_as_41325137.mp3	7488
common_voice_as_41099582.mp3	8928
common_voice_as_41078963.mp3	8676
common_voice_as_41098882.mp3	6228
common_voice_as_32850922.mp3	5616
common_voice_as_41112636.mp3	4500
common_voice_as_22074894.mp3	7656
common_voice_as_41106300.mp3	6480
common_voice_as_41202376.mp3	4896
common_voice_as_41273209.mp3	7920
common_voice_as_41106111.mp3	4608
common_voice_as_32850438.mp3	5040
common_voice_as_41091724.mp3	7776
common_voice_as_22015898.mp3	5064
common_voice_as_41260892.mp3	7200
common_voice_as_41092785.mp3	6300
common_voice_as_41090376.mp3	6588
common_voice_as_41096198.mp3	6660
common_voice_as_41100049.mp3	5436
common_voice_as_22079833.mp3	5784
common_voice_as_41132213.mp3	4896
common_voice_as_41106046.mp3	7668
common_voice_as_41310926.mp3	2376
common_voice_as_41116093.mp3	4860
common_voice_as_24178061.mp3	4716
common_voice_as_41094912.mp3	3888
common_voice_as_32862121.mp3	5688
common_voice_as_32866345.mp3	9180
common_voice_as_41102726.mp3	3240
common_voice_as_41096079.mp3	9000
common_voice_as_25093405.mp3	3276
common_voice_as_24142708.mp3	4500
common_voice_as_41277594.mp3	7236
common_voice_as_24178107.mp3	5328
common_voice_as_32869261.mp3	5148
common_voice_as_22155644.mp3	5808
common_voice_as_41366528.mp3	5148
common_voice_as_22081146.mp3	5064
common_voice_as_41097856.mp3	4788
common_voice_as_41109837.mp3	5508
common_voice_as_23362097.mp3	5256
common_voice_as_41077181.mp3	10368
common_voice_as_41109494.mp3	7776
common_voice_as_24178104.mp3	5688
common_voice_as_41189661.mp3	5400
common_voice_as_41082373.mp3	7776
common_voice_as_41138469.mp3	7020
common_voice_as_35924717.mp3	9468
common_voice_as_41097942.mp3	5256
common_voice_as_24178085.mp3	5328
common_voice_as_41083628.mp3	3348
common_voice_as_24200423.mp3	5580
common_voice_as_22152579.mp3	6696
common_voice_as_41083633.mp3	2808
common_voice_as_41143414.mp3	4680
common_voice_as_41141264.mp3	3600
common_voice_as_41094904.mp3	7056
common_voice_as_32852961.mp3	7308
common_voice_as_41112943.mp3	8280
common_voice_as_32850481.mp3	4968
common_voice_as_41102682.mp3	5796
common_voice_as_32852838.mp3	6120
common_voice_as_41090283.mp3	5508
common_voice_as_24196066.mp3	4824
common_voice_as_24178147.mp3	5508
common_voice_as_41090301.mp3	5688
common_voice_as_22635080.mp3	5720
common_voice_as_41091763.mp3	6588
common_voice_as_41109658.mp3	6480
common_voice_as_32852876.mp3	7848
common_voice_as_32546464.mp3	5328
common_voice_as_32869375.mp3	6768
common_voice_as_41099667.mp3	6228
common_voice_as_41272804.mp3	8640
common_voice_as_41175070.mp3	3816
common_voice_as_41143460.mp3	7416
common_voice_as_21275747.mp3	1584
common_voice_as_22157851.mp3	4584
common_voice_as_41078732.mp3	6300
common_voice_as_25093428.mp3	6516
common_voice_as_22158104.mp3	6624
common_voice_as_41090363.mp3	5220
common_voice_as_41078993.mp3	7488
common_voice_as_32862331.mp3	5220
common_voice_as_32850415.mp3	5220
common_voice_as_41112637.mp3	7200
common_voice_as_41108830.mp3	5220
common_voice_as_41097950.mp3	2556
common_voice_as_24196222.mp3	2988
common_voice_as_32843265.mp3	5580
common_voice_as_41090308.mp3	5688
common_voice_as_41082378.mp3	7056
common_voice_as_41084105.mp3	5796
common_voice_as_32852962.mp3	5580
common_voice_as_25101281.mp3	5688
common_voice_as_41078966.mp3	9396
common_voice_as_41164530.mp3	3168
common_voice_as_24198554.mp3	3996
common_voice_as_41283667.mp3	4140
common_voice_as_41143415.mp3	6300
common_voice_as_42646253.mp3	4500
common_voice_as_32850435.mp3	6300
common_voice_as_41083679.mp3	6516
common_voice_as_32843150.mp3	9756
common_voice_as_32844751.mp3	4788
common_voice_as_41097959.mp3	6660
common_voice_as_41138762.mp3	5580
common_voice_as_41090344.mp3	2988
common_voice_as_41096084.mp3	5760
common_voice_as_32862366.mp3	4608
common_voice_as_22083774.mp3	6144
common_voice_as_24197165.mp3	3672
common_voice_as_41277605.mp3	4680
common_voice_as_41249809.mp3	5580
common_voice_as_22152594.mp3	5016
common_voice_as_41303218.mp3	5976
common_voice_as_24178221.mp3	4356
common_voice_as_41102679.mp3	6228
common_voice_as_41195013.mp3	9396
common_voice_as_22079046.mp3	4224
common_voice_as_24199868.mp3	3168
common_voice_as_41092233.mp3	18468
common_voice_as_41109836.mp3	4176
common_voice_as_32852795.mp3	8028
common_voice_as_24197927.mp3	6156
common_voice_as_41092232.mp3	72864
common_voice_as_41302837.mp3	6660
common_voice_as_41082381.mp3	6336
common_voice_as_22192915.mp3	4488
common_voice_as_41099356.mp3	7020
common_voice_as_25095839.mp3	8856
common_voice_as_41138741.mp3	4860
common_voice_as_32844058.mp3	4860
common_voice_as_41080069.mp3	7056
common_voice_as_24917574.mp3	6768
common_voice_as_27252115.mp3	6696
common_voice_as_41112835.mp3	5508
common_voice_as_41078971.mp3	9468
common_voice_as_32546121.mp3	6048
common_voice_as_32862365.mp3	5616
common_voice_as_41114136.mp3	7200
common_voice_as_32850388.mp3	5076
common_voice_as_41096125.mp3	7668
common_voice_as_41092326.mp3	6156
common_voice_as_32862209.mp3	8676
common_voice_as_41273109.mp3	6408
common_voice_as_32844079.mp3	6876
common_voice_as_21650228.mp3	7992
common_voice_as_32850448.mp3	4896
common_voice_as_41076068.mp3	6012
common_voice_as_41144175.mp3	3276
common_voice_as_41096081.mp3	8388
common_voice_as_32844722.mp3	5508
common_voice_as_26560670.mp3	4392
common_voice_as_32844458.mp3	6768
common_voice_as_32850092.mp3	4716
common_voice_as_32862204.mp3	7056
common_voice_as_31718668.mp3	4068
common_voice_as_41099379.mp3	9828
common_voice_as_41252735.mp3	9900
common_voice_as_42646251.mp3	6048
common_voice_as_32866352.mp3	4500
common_voice_as_32546513.mp3	3888
common_voice_as_32862125.mp3	7380
common_voice_as_22077062.mp3	4464
common_voice_as_41189681.mp3	7848
common_voice_as_41084006.mp3	5436
common_voice_as_41144151.mp3	4788
common_voice_as_32329206.mp3	7596
common_voice_as_22186070.mp3	4896
common_voice_as_32844865.mp3	5508
common_voice_as_32850487.mp3	3888
common_voice_as_41202375.mp3	7200
common_voice_as_32862144.mp3	6120
common_voice_as_22080845.mp3	5376
common_voice_as_41189651.mp3	5220
common_voice_as_41123066.mp3	4860
common_voice_as_41195014.mp3	8496
common_voice_as_22158647.mp3	5304
common_voice_as_32869312.mp3	5040
common_voice_as_32546275.mp3	5220
common_voice_as_41078994.mp3	11268
common_voice_as_41277595.mp3	9000
common_voice_as_22152478.mp3	4536
common_voice_as_41080138.mp3	11556
common_voice_as_41128941.mp3	8496
common_voice_as_32852684.mp3	6948
common_voice_as_32852525.mp3	9288
common_voice_as_41141261.mp3	5760
common_voice_as_41202468.mp3	5508
common_voice_as_41095177.mp3	3420
common_voice_as_41304273.mp3	3096
common_voice_as_41098937.mp3	2556
common_voice_as_32546215.mp3	3060
common_voice_as_32849997.mp3	4500
common_voice_as_24007861.mp3	4716
common_voice_as_41152429.mp3	4500
common_voice_as_42646374.mp3	5220
common_voice_as_24917573.mp3	9396
common_voice_as_41090297.mp3	6156
common_voice_as_41304134.mp3	5976
common_voice_as_32852755.mp3	8676
common_voice_as_41366320.mp3	4788
common_voice_as_41106109.mp3	5760
common_voice_as_41082377.mp3	6408
common_voice_as_32862355.mp3	6480
common_voice_as_41082370.mp3	8928
common_voice_as_22713176.mp3	3744
common_voice_as_41324861.mp3	3888
common_voice_as_32862274.mp3	8676
common_voice_as_32852610.mp3	9036
common_voice_as_22152588.mp3	6336
common_voice_as_32843751.mp3	3960
common_voice_as_41098868.mp3	4068
common_voice_as_23362119.mp3	8064
common_voice_as_41138696.mp3	2628
common_voice_as_23362096.mp3	5544
common_voice_as_41168677.mp3	3348
common_voice_as_41189114.mp3	5040
common_voice_as_41165238.mp3	5688
common_voice_as_41200282.mp3	6876
common_voice_as_41273341.mp3	9936
common_voice_as_24198715.mp3	3816
common_voice_as_32862388.mp3	4536
common_voice_as_24196484.mp3	4536
common_voice_as_41152113.mp3	6048
common_voice_as_41083661.mp3	2376
common_voice_as_41343042.mp3	8028
common_voice_as_41077273.mp3	5256
