sentence_id	sentence	locale	reason
5591c94935d00485bdb2a6ae2467907880596191aa36f86ff9604bda058bd505	সৰব্‌জানে ওলগ লৈ ক'লে- "স্বৰ্গদেও! বন্দীয়ে কোনেও হাৰ চুৰ কৰা নাপাওঁ।	as	grammar-or-spelling
5591c94935d00485bdb2a6ae2467907880596191aa36f86ff9604bda058bd505	সৰব্‌জানে ওলগ লৈ ক'লে- "স্বৰ্গদেও! বন্দীয়ে কোনেও হাৰ চুৰ কৰা নাপাওঁ।	as	grammar-or-spelling
4fa7795a0cfb1074294f552f316262350389d5c9472346ec1de96c8d3eaa106c	পঁচিশ বছৰমান বয়সতে জালিৰ বিবা হৈছিল।	as	grammar-or-spelling
5d3c5bfaddb84c9a735d46a930880b996c7264adc47b28ecced48d72a368d3bc	বংশ-পৰিয়ালক সুধি চাৰ লাগিব, আপোনালোকৰো ঘৰ-দুৱাৰ চাব লাগিব।	as	grammar-or-spelling
46380189c123ecbdf86d4c589e5010191ca9da777b034fffaffc7f6f34b4ab47	আৰু তিন দিন জ্বৰত ভুগিয়েই দেহা এৰিলে।	as	grammar-or-spelling
5aaf2be7710094b4fa8d5864d3f76a135ac4a6f9ffc5b73a2f4837599ac01620	আৰু শ্ৰীমান মুনীন্দ্র যাপৰ কৃতজ্ঞতা শলাগ নােলােৱাকৈ মই থাকিব নােৱাৰিলে	as	grammar-or-spelling
4febbd41e1960baac9c651c8b39ef1925a7fddc33f945c11790d3c5b1d7b4b2c	তাৰডালৰ ঘৰৰ ভিতৰৰ মুৰটোত এটা সৰু টিঙৰ টেমা।	as	grammar-or-spelling
5c63a76f1ae1615c926655fcf2084d4af9b2620c4b2256cac6ef3435b125eb9f	সি দেখিলে যে, নিচেই তলত পেপা-কঢ়াই পোৱা বাঘট।	as	grammar-or-spelling
57d7fe333202cf6e27afebf231eb5f9b0e147f861a6e0c291ae84c1b083b5301	পিছত সেই স্থানৰ খননত তাত এক প্ৰাচীন মন্দিৰৰ অৱশেষ আবিস্কৃত হয়।	as	grammar-or-spelling
6c357e58846ca1d21bb85932eb880e5cb67d0418a4619cf193ce23fb5db92b38	আৰম্ভণিৰ সময়ছোৱাত কৃত্ৰিম বুদ্ধিমত্তাৰ গৱেষণাই নতুন মোৰ পালে।	as	grammar-or-spelling
6c445fb3a0cc11530f60c81badeecf1862916d9375e8dc20dab723194391ef61	আন আন প্ৰাণীৰ দৰে উদ্ভিদৰো আয়ুষ আছে।	as	grammar-or-spelling
5fab3f879ceff6605ddf68bfbde52df3dcc429d05df3cb47d565289a593e669a	এই ভাবি খেতিয়ক জনে হাত ধুই অলপ বিশ্ৰাম লবৰ কাৰণে পাটী ঢৰা পাৰি ললে।	as	grammar-or-spelling
4f886b658b16e961446b65745dc7854cc5ee01af5d30f54b4e30329ee2690773	বিহুৰ তিন দিন আগতে বাবাজীয়ে নৰাই শৰ্ম্মাৰ বাকচ বন্ধ কৰি থৈ গৈছিল।	as	grammar-or-spelling
2653458e5bbac428f4e656180da4bc2130fc746d0a3a90569c58918f4891ef64	শেহত সি তাকে ঘৰলৈ নি খাবৰ মনেৰে বাছিবলৈ ধঁৰোতে শিঙৰাই মাত লগালে	as	grammar-or-spelling
586045c68744e64fb44e0a7d2528b5640a073e3ddff2f0908698af0ff6d865bb	সেই পোক বা পৰুৱাটো জীৰ্ণ নেই মানে পাতটো মুকলি নহয়।	as	grammar-or-spelling
612b831d36bafaaf744c59012bb8b812fb22a3a82aedcec0a2cbc337ba2b9081	মই ইহঁতক ভলকৈ খাবলৈ নিদিওঁ অথচ ইহঁত দিনে দিনে চিকণ হৈহে আহিছে।	as	grammar-or-spelling
478fd869684755983dee1d4596526ac7c73b4f364179e14cb3405b8751dfbd54	লৰাহঁতৰ পৰা তেওঁ বুজিলে যে পণ্ডিত ঠিক সময়ত নাহে।	as	grammar-or-spelling
6612b28cf6c1460265e4b1598899719c3711a8474bc1c95828a0a0ac381c2615	অধ্যৱসায়ে মানুহক লক্ষ্যস্থানত উপনীত হ'বলৈ সহায় কৰে।	as	grammar-or-spelling
30b3321bdf9a7aafa27ea5c9e7bd418974a7209b21f2fa20cd6a90738e05cdc1	আনৰ ঘৰত কৰা হ'ল সুতহে নালাগে মূলো কেতিয়াবাই আদায় হৈ গ'লহেঁতেন।	as	grammar-or-spelling
720bdb0a8d3864bfddbb84a336040f148fb8073ddf96e3089fbc9bd9c44dd5ba	কেন্দ্ৰৰ পৰা দক্ষিণ, পূব আৰু পশ্চিম দিশলৈ মহানগৰখনৰ বিস্তৃ ঘটিছে।	as	grammar-or-spelling
51a6b87bc4984520a7b36417e7afe948042ae819078b1ea4ea25d5f26bb275db	আহঁত বৰ আদি গছৰ আয়ুৰ মানুহৰ আয়ুষতকৈ দুগুণ।	as	grammar-or-spelling
49209e2a284644fd7e333f80fdb41d34b8a5735dfe62dbce5161cd7246d9d41b	কোনাে ঠাইত অসংখ্য চৰ-খুতি মাৰি গায়ে গায়ে ৰান্ধি খাইছে	as	grammar-or-spelling
6c6719e573dc762cdfdd2ac66ddd2d79805f61ab1f82b196dbc0f005d36fbd28	তেওঁলোকক অকণমান সময় বা সংগ দিয়াটো আমাৰ দায়িত্ব বুলি ভাবো।	as	grammar-or-spelling
4630c5c037c2e3c26c98cae5fba5f54b4e7e99c1bcec9afefc9891834262869d	পুলিচে পম খেদি কেনেবাকৈ তাক চোভা কৰিলেও প্ৰমাণ কৰা টান হ'লহেঁতেন।	as	grammar-or-spelling
707c1f234b0c7e327f3fe83d78ebb2205e43a1f86cce752fb548722518cb4a4d	সেই সময়ত ধুণীয়া কাপোৰ আৰু অলঙ্কাৰে তোমাৰ ভোক নুগুচায়	as	grammar-or-spelling
58aa98c3a042057ee2a9d5b582fa4a094735b8b909a4a3ba05c3a8e4223f2ede	আৰু তেতিয়াৰ পৰা হাতী আৰু বাঘৰ উপদ্ৰৱ গুচি নিৰাপদে ৰাজ্য চলাবলৈ ধৰিলে।	as	grammar-or-spelling
6531547ce6fb918689665c60e0970fc2b1036588ae15fc2fa362f2959ce8495d	হঠাৎ মাক নথকা অৱস্থাটোৰ কথা ভাবি তাই শিয়ঁৰি উঠিল।	as	grammar-or-spelling
7df95e9428587e14e20579d986d0fb218dea18f5f924a191d7964b03438f1539	কাৰবাৰ ঘৰত চাকৰ হৈ থাকি কিছু টকা গোটাই দিয়াখন পতাই তাৰ একমাত্ৰ উদ্দেশ্য।	as	grammar-or-spelling
5530fee02ae1eb6ba35bac0f758d56453d9b4d0526f327ac2a64c4796cb20420	লৰাকালটো অজ্ঞান অৱস্থাতে যায়।	as	grammar-or-spelling
5530fee02ae1eb6ba35bac0f758d56453d9b4d0526f327ac2a64c4796cb20420	লৰাকালটো অজ্ঞান অৱস্থাতে যায়।	as	grammar-or-spelling
443871367c4af8e18f261186d2424bec147462d3c20025bff6a1550c467222df	উঠিছে সকলােবিলাক দেশেই যে মাতৃ-ভাষাৰ উন্নতি-নাধন দ্বাৰাই তেনে হৈছে তাৰ ভুল নাই	as	grammar-or-spelling
4e58fbefd596a1e2164723aca60968bd06e7c447805437477df354e4f1f1ef71	তেওঁলোকে বাপুক সোপাধোৰাই নিয়া বুলি নিশ্চিতই হৈছিল।	as	grammar-or-spelling
8123e8b4f19aa0319d144a21e3ed442a2559a58a21f63d065c5330289532352c	কিন্তু মাইনৰ পাচ কৰাৰ পাচত আৰু পঢ়োৱা তেওঁৰ পক্ষে সম্ভব নহ'ল।	as	grammar-or-spelling
612b831d36bafaaf744c59012bb8b812fb22a3a82aedcec0a2cbc337ba2b9081	মই ইহঁতক ভলকৈ খাবলৈ নিদিওঁ অথচ ইহঁত দিনে দিনে চিকণ হৈহে আহিছে।	as	grammar-or-spelling
58e51e2bf97db2ce45f6ebdc73077478378f6b47cc83a1856ee49bf9c5a45ca1	ৰাজত্ব কালত নিমাৰ্ণ কৰা বিভিন্ন কীতিচিহ্নৰে নগৰ তথা সমগ্ৰ শিৱসাগৰ জিলাতে আছে।	as	grammar-or-spelling
7fc4917e671c39abe7a969216388154ab7437593001e9e48c8583c17fe7912ee	তেখেত সকলৰ ভিতৱৰ এজন লেখা-পঢ়া জনা বি-এ শিক্ষিত ডেকা উঠি কবলৈ ধৰিলে	as	grammar-or-spelling
8087e02ae0ceca1227f0fcba81bd58ca217d09136891aa6a5ad1d66595113b8f	ক'ত যোৱা, ছুপাৰ মাৰ্কেট নে লাষ্ট গেট?	as	grammar-or-spelling
3ddc5344e389778d783101a51dd3ec6503cff530840055b5dd79fe0c06f064df	জাহাজ হােটেলত আৰু ৰেইলৰ ষ্টেশ্যনৰ হােটেলত।	as	grammar-or-spelling
8330ba6a515d4a664ecf74d8059bc7370bdf7ee5082710fd90ce4dc933d44595	ঢুলীয়াহঁতে এবাৰ সোঁহাতৰ পৰা বাওঁহাতলৈ এবাৰ বাওঁহাতৰ পৰ সোঁহাতলৈ ঢোল বজালে।	as	grammar-or-spelling
7bc9536ef2c727714defa1278713ab6ae3e9f13afcdeadd2b4f102a4fb6d8d77	সেইদেখি এই ডালিম পুলিটি আৰু মইনা চৰাইটো স্বৰ্গদেউক দিলো, স্বৰ্গদেৱে লৈ যাওক।	as	grammar-or-spelling
6dc8e4340a0d1805f8eb9dcedf16c733136cc434646da3687655ed074639b741	কিন্তু সৰ্ব্বেশ্বৰ পণ্ডিতৰ প্ৰতি তেওঁৰ শত্ৰুভাৰ প্ৰবল হৈহে উঠিল।	as	grammar-or-spelling
5f44461f89e10a08209c51074b359febdbbeab5d65f9c6ad558f6f0e896d51d5	দই-এজনে কাতিমহীয়া শাকতলিত সোমাই শাক খুচৰিছে।	as	grammar-or-spelling
7326529b2f88840507bfff2b87d52d9291d73ce161f78213067249fd2ccb4385	হে সৰু লৰাছোৱালীবিলাক এতিয়া কোৱাচোন	as	grammar-or-spelling
5f2f48661a7967dd82557de79be01a7a5d0ddf17cf7603e2b28681875f186ddd	তেনেহলে তেওঁ পুৰণি ঠাইখিনি এৰি দি নতুন ঠাইলৈ গৈ নতুন বাট বান্ধিব লাগিৰ	as	grammar-or-spelling
5cf2d844a13b575302d4defe4fba9d32ffc0e5f5d3f93a1c4a15c2ad90bd94a5	সন্তান হৈছিল দুটা-প্ৰথমটো ছোৱালী আৰু দ্বিতীয়টো ল'ৰা।	as	grammar-or-spelling
857db1bb6e436977a14ae13691844c6e0231d749061f6d3e78b05559c9471032	ইয়াকে জানি জ্ঞানী বিলাকে বৰ ধনী ও ক্ষমতাৱন্ত হলেও কেতিয়াও অহঙ্কাৰী নহয়।	as	grammar-or-spelling
79c9ba7369ce1f76101d5b3c757ad5dbf71c5574d4ab36e8d0b014853391e55f	কাইলে' আমি শ্বপিং কৰিবলে' যাম।	as	grammar-or-spelling
0ce84f25dd71299b9c3bc47acda0d145aaa5d8245bbba0d79dbff065ec19070a	এতিয়া তুমি মোক এই জন্মলৈ বিদায় দিয়া।	as	grammar-or-spelling
0d8915332ff1808620a5cb868cbe6f505c66b0d2774e6a12a8f5e28f96f565f3	তোৰ বুজ লই থাকিম	as	grammar-or-spelling
10888b504f2d04221979a070c7248599392627bcd963b8280072557d8f68ccb6	দিন বাৰ ঠিক কৰি আমি দুয়াে বাৰ চহৰৰ ভাওনা চাবলৈ গলো	as	grammar-or-spelling
1342c93aa751b289e10e8c351179a3f1ff3bf34fa77b43691d2a910cc6522b7b	মানুহে প্ৰাকৃতিক বুদ্ধিমত্তাৰে কৰিব পৰা কতবোৰ কাম।	as	grammar-or-spelling
13c7074dd93a16e7b5fcbd42adc5907b3f6f2be8cdc20ecc2ffe830c98001a0a	ক'ত যাব আপুনি?	as	grammar-or-spelling
105a4a2176434d922374356d3509ecdf6799b7d82dffa788a39b5cc3d293804a	যেতিয়া ঘৰৰ ভিতৰলৈ সোমাই আহিল তেতিয়া সুন্দৰকৈ কথা কৈ শুধিলে।	as	grammar-or-spelling
519287363d2d8753f335d5b116758b4b315687595403e8df1dda3b5a9c3cabce	এতিয়া এই বাবাজীক সন্তুষ্ট কৰিব পাৰিলে কিজানিব।	as	grammar-or-spelling
0dbe4581965da8ee6f2c37fce6da72bf45583cc8d62e4a834f0829f4dd86863f	মানুহকে মৰা হয়, কি কোনো জন্তুকে মৰা হয়, দুয়ো একে বেয়া কাম।	as	grammar-or-spelling
6dba734ea0de6457c303a2acc53e35b097a28496d02b85b0df4ade9cdc558e7a	ব্ৰিটিছ-শাসিত ভাৰত আৰু আধুনিক কালতো অসম এখন মুখ্য প্ৰদেশ আছিল।	as	difficult-pronounce
11529212e9b4e3b8c4c53f108fe99f1c28c9f9fe3ae4306a89a7e5a020555914	এনেত সেই মগনিয়াৰ বুঢ়ীজনী আহি এছটা খৰি খুজিলে।	as	grammar-or-spelling
86fd009aa6180d0537db8a53a3907fc99d43bbf402fb3523342046d99066a235	পৰ্বতৰ মাজৰ এটা অঞ্চলত কেন্দ্ৰিয় মক্কা অৱস্থিত	as	grammar-or-spelling
8072da2173f55fc8fa85d68d9daa696229326173d5d26e730da35d95441a3fe2	ভাল বস্তুলৈ হেপাহ হ'ল বুলি আমাৰ ঘৰুৱা অৱস্থা পাহৰি যাব নেলাগে।	as	grammar-or-spelling
17483c5c9ca26d55f9ce6bd9075ae6851dc34cad8bf939294f2ea00f0644f29a	আজি ৰাতি সেইখিনিতে পল এটা পতি তাৰ ওপৰত পৰ দি বহি থাকিবা।	as	grammar-or-spelling
4a1ee932bb998c06b1895b8c13fcc0d09fad2ee3fc1e5df778335566819d19cd	বামুণে উঠি গছজোপাৰ চাৰিওফালে ঘূৰিবলৈ ধৰিলে আৰু গাহৰি টূঘূৰিবলৈ ধৰিলে।	as	grammar-or-spelling
194aea33bed7fb664cc480379a6451afc84823d53ab155923249bc0f5dc2f2f6	নিঃসন্তান থাকেঁতে তেওঁ একোলৈকে কেৰেপ নকৰিছিল।	as	grammar-or-spelling
1f5f439fe71ec8845936b02fefefbaaf4a29a630482d23ed293ad497faba1ef1	বৰ দুখ কৰা বাবে ৰাৰ পিয়াহো লাগিল।	as	grammar-or-spelling
44b4a8b925727ada361d49974b11797fa934ed8d8ff1d55cb57ea773d712b9ad	ভলণ্টিয়াৰ আৰু লৰা-ছোৱালী বেগেৰে ষ্টেজৰ ইফালে সিফালে যায়।	as	grammar-or-spelling
6a79549ce6e13460b7dcc02bbb4ee199efd977a08b32edd25d6e5c522b607a8a	তেওঁ কাহিনীটোত উল্লিখিত ঠাইসমূহ।	as	grammar-or-spelling
848811114529e987d6a426df92f3f35dbfae2918ddc80e33a07ba81941b2fe53	পুখুৰীটোত থকা দুটামান সাহসী মাছে ওচৰ চাপি আহি বগলীটোক সধিলে।	as	grammar-or-spelling
8612ee94c02cd69ebc4f1daa92b43a3b6cafb40ac5e1ed3eb0d23d313725bfa9	থৰক-বৰক হাতেৰে তেওঁ তলাটো মেলিলে আৰু অতি সন্তৰ্পণে স্বাকচৰ ঢ়াকনীখন তুলিলে।	as	grammar-or-spelling
2155f6239cfa009c0ba12eebc6c354e03456dc2f67539224779c9f5143aac321	বহুত দিন চোঁচৰাৰ পাচত সেই টকা হলিৰ ওপৰত ডিক্ৰী হ'ল।	as	grammar-or-spelling
21fe187de255e375dbc9e779aaa266170ad4c1542b6053c9a55ec3b221d2bab1	তাৰ একো চীন-চাপ নাই।	as	grammar-or-spelling
615378e77661eaca631af04a91a1684bb569dd924b739cc25973aafc2151523a	আন আন হাজাৰ গুণত গুণী হলেও	as	grammar-or-spelling
26b01ebfca6060455eb5fcbb0ed48cda2cb1a9b660a7153fb8e12b19ec665a60	আমি দুই ভায়ে মৰি মজি কিষ্ণক যিমান পাৰো সিমান সম্ভেদ ল'লো।	as	grammar-or-spelling
0060592567a44e97dbcfd566446d19b8784eff8e84147058da0e02e3bc76607c	মেঘে বিজুলীয়ে আমাক একো অন্যায় নকৰিনে?	as	grammar-or-spelling
8814341c61c110f4bf0ef2133e10a4581960afe66bff82fc2a9672ce185faa53	কিন্তু পৰিয়ালৰফালৰ পৰা নিৰুৎসাহ হয়।	as	grammar-or-spelling
6d5b99453ff7ead501addc96d9b96e2ee83d404ce993306786e91d41b3e8ff1c	তেওঁ বিলাকৰ অবাধ্য হই কোনো কাম কৰিলে শেষত আমি ঠেকত পৰিব লাগে।	as	grammar-or-spelling
0970113a2522c8f00ba87c71ff057ef2dffe094757d2c3ef8be02f457ac96397	নাম জাৰি নহ'লে জানো নিলামত দিব নোৱাৰি।	as	grammar-or-spelling
7c98ff5b2875e96f4061705c803b4415b8af61a382db4c4af7fa820d0bb2c535	জনাষ্টমিৰ দিনা পালন কৰা মহাৰাষ্ট্ৰৰ পৰম্পৰা।	as	grammar-or-spelling
640f207d6f5aaa4de97685967db9448cb1bbca2d7489cf221632474ecba31348	ৰূপহী চেনিৰামৰ দৰে অৱস্থাত পৰা লোকসকলেই এনেবোৰ গাৱঁত থাকে।	as	grammar-or-spelling
7f4472c0ff631246697602a9b6ee1c30376cf0e61b7b184a8ee60589982f536e	কশ্চিৎ যদি তেনে ভাব তেওঁৰ মনত ওলাব খুজিলে।	as	grammar-or-spelling
8a886c785e8d49073f5bf4ba6e361f0f5d2cc1cb7a100a54714c53ce1491e842	তেওঁ ভাবিলে,কি জানি কিবা অথন্তৰেই মিলিল, সেইহে একো উম-ঘাম নাই।	as	grammar-or-spelling
13a508d0d7f980c9315b43233c7047fa223bac8128c18133542f10f8a0aaa4fb	জাহাজ বহুত ৰাতি তেজপুৰ পোৱাত তেওঁ তাতে শুই থাকিল।	as	grammar-or-spelling
65a779eba60c752bbaa8662131c73a582380ac5c1743508c8624f671b2a45819	নৈ, ঝৰণা বা অইন পানী থকা ঠাইৰ দাতিৰ বনত সিংহই শিকাবৰ কাৰণে লুকাই থাকে।	as	grammar-or-spelling
289ed64e1ad37e12ecae0e4ca4f0fa8589e234998d5c7e72d5ff7ca90c00f21d	এই মুকি ফুলৰ মুখখনি ধৰি ফুকনে চুমা এটি খাই মূৰটী শুঙিবলৈ ধৰিলে।	as	grammar-or-spelling
289ed64e1ad37e12ecae0e4ca4f0fa8589e234998d5c7e72d5ff7ca90c00f21d	এই মুকি ফুলৰ মুখখনি ধৰি ফুকনে চুমা এটি খাই মূৰটী শুঙিবলৈ ধৰিলে।	as	grammar-or-spelling
093e268831d4434212b8e16d88e67b5d73639ca61c1ef773314d39b019ecbeec	যদি সঁচাকৈয়ে তোমাক চম্পাৱতীক লাগে, তেনেহ'লে তুমি যেই কি নোহোৱা ওলাই আহাঁ।	as	grammar-or-spelling
8e77a2a132729d530d888bb70ad1b4ca781c8c9977ae1fdc204d7866cac0bc7b	ট্ৰেইনখন তিনিচুকীয়া যাব।	as	grammar-or-spelling
8e76bef90b0437ae506a0fd63c62ca69932e2064478b402f3c56fedf2c2d4353	সুভদ্ৰাৰ জবানবন্দী লিখি লৈ চিপাহী দুটাৰে গুচি গ'ল।	as	grammar-or-spelling
8a27e7eeab5ed8dae645ffa856356e56a10c48e2da90171c45e6e991f45ec404	এতিয়া সেই সমলেৰেই বহাগৰ একুৰি চাৰি দিন যোৱাত আন এজনীকে বিয়া কৰাব খোজে।	as	grammar-or-spelling
896ebff30c2ba15d45f3796874b64151a1dfad9737c2c4175ffaa5a453467587	মোৰ গৃহিণীয়ে সৈতে পৰামৰ্শ কৰি ভাবি চিন্তি এটা কম।	as	grammar-or-spelling
2ac446e22caa797be70caef210e5afc571143087d9469e1f2bb4b2c3aef78371	আজি পাঁচ বছৰৰ মূৰত দুইও সৰ্ম্পূন ডেকা-গাভৰু হৈ উঠিছে।	as	grammar-or-spelling
2bb0a2eb0a0ede4cd20fdf332ffd02d82d1dd6e0b9e0d74456e15a7ed12e0310	চিকাৰলৈ যাবলৈ সিহঁতে মাক আৰু শিয়ালেৰে সৈতে পাল বাঁটি ল'লে।	as	grammar-or-spelling
2c9d7c8ef446cc47aa84623549b438c47a46f676295c71a7a341fd8c41767c54	তেও মই দুদিনৰ আগেয়ে যাম।	as	grammar-or-spelling
2fdbd0bd281ece5f4cb1cc3fb3656caeb397a42a95cc8b2c69a52ca0866832b4	অসমত মীন পালনৰ প্ৰচুৰ সম্ভাবনা থকা সত্বেও অসমৰ মাছৰ উত্পাদন চাহিদা অনুসাৰে পৰ্যাপ্ত নহয়।	as	grammar-or-spelling
319e5617d0e8d9525d2460b37d52ca9a87cfdc515884975048824ae4de6651db	গাঁবব মেধারী ছাত্র-ছাত্রীসকলক চিকিৎসা বিজ্ঞান।	as	grammar-or-spelling
856f914c2a016f1232dc8d33c77988621b4baad7d62027dc27b1ce373af6625f	ককাক আমনি কৰা ফকৰাটো আমি ল’ৰাবোৰৰ ভিতৰৰ কাৰো দ্বাৰায় ৰচিত নহয়	as	grammar-or-spelling
0c29a2b7f81ddfc77902e8890a07fefe6c38f772a79f671352114afda104ee90	পাগলাদিয়া নৈখন খৰালিং শুকাই যায়।	as	grammar-or-spelling
193aa83c4693a140694a9bee92d9cb1227c23a11b92c99d0d5ad53eceee9b1d7	সমুহ-সমৰ 	as	grammar-or-spelling
326f15a6ceb2e765e45fa48f057c590ad663f5ff29d14ce3de1db86798547f3f	"এজনে দোকানীক সুধিলে- "এইখন কি দোৱান দিলা?"	as	grammar-or-spelling
