sentence_id	sentence	sentence_domain	source	is_used	clips_count
0800d796ff46cdb2ad61a8ecba3184d622a72f1e10e6cb324b424a234e628054	"""পদুমে ""হায় কি হ'ল!"" বুলি চিয়ঁৰ মাৰি তেওঁক সাবট মাৰি ধৰিলে।"""		???? ??????	1	0
0806c00a04cdb013f556a949f42a2f6427643860103f692623709441eab4a163	চাহ, জলপান নাইবা ভাত খোৱাৰ পাছত পিছত তামোল-পাণ খাই মুখ সতেজ কৰা হয়।		Assamese Wikipedia Articles	1	0
0807b5bab9b4429bc58298f018199e92d7094338c11ff6c01a8145ed4584b952	"""সৰলা, তোমাৰ শৰাই সজোৱা হ'ল নে?"""		স্ৱ-উদ্ধৃতি 	1	0
080ed19e4ea5e54f0380d7f56c4b8e98aa656432d1f9b4b421545d49a21ac7ba	" ""লক্ষ্য"" শব্দটোৰ উচ্চাৰণ ""লইখ্য""ৰ দৰে নকৰিবলৈ অনুৰোধ জনালোঁ।"		স্ৱ-উদ্ধৃতি 	1	0
082f75f0ed720975bf21db85c4a463eb76881afe5f90f11ff184b56c3d1cd56a	মাউছ পেড	technology_robotics,general	স্ব-উদ্ধৃতি	1	0
0891714e1b5b638ab2ef189b25dbc74f3d21d608f9264d5f598c29a34d4abeb5	"""কলাগুৰু"" বুলিলে বিষ্ণুপ্ৰসাদ ৰাভা দেৱক বুজা যায়।"		স্ৱ-উদ্ধৃতি 	1	0
08b16c9bd2b5d9a1e66375c606ac1fef4b71485942f09e6bfdc87c691e9ae695	ক্ষণে ৰুষ্ট, ক্ষণে তুষ্ট।		অসমীয়া ব্যাকৰণ 	1	0
08b1c427f05f2aaabe709eb5096ed6337b198cb7ac4974b579c621576bab8ae5	ইয়াৰ দুবছৰমান পিছত তাৰ ঘৈণীয়েকৰ আকৌ ল'ৰা এটা উপজিল।		Assamese stories	1	0
08bbbc119b67918c2a3a80d1ef46b2c9c4fdc642147a0332332e1b5615ae70d2	ৰজাই সৰব্‌জানক অহা দেখি আদৰ-সাদৰ কৰি ঘৰ ভিতৰলৈ লৈ গ'ল।		Assamese stories	1	0
08d1b4d028a035575944c59df04c047112af86d21ca2a5ce4a62978498cbf3ff	শান্তি সমদল 		স্ৱ-উদ্ধৃতি	1	0
08d710b5a6087238c4eb7abb57152aa7dd67a65abed93fe5e39ed023b86f4e17	মহিলা হিচাপে কাহিলী পুৱাৰ নিজান ষ্টেচনটোত অলপ অশান্তি লাগিছিল।		Sentences from various sources.	1	0
09225d14ce3481bf3bd51d28f2fe643ddfbdb4589985494ecd71024c453eadde	ছেমছাঙত কি কি আছে?	general,technology_robotics	স্ব-উদ্ধৃতি	1	0
093e268831d4434212b8e16d88e67b5d73639ca61c1ef773314d39b019ecbeec	যদি সঁচাকৈয়ে তোমাক চম্পাৱতীক লাগে, তেনেহ'লে তুমি যেই কি নোহোৱা ওলাই আহাঁ।		Assamese Novels	1	0
09939b963badb5033d34f2eb596e49a47cdadeea7cf75651c3d46f488d455428	শিক্ষাৰ্থীয়ে পাঠৰ সকলোবোৰ কথা আঁতি-গুৰি মাৰি শিকিবলৈ যত্ন কৰা উচিত।		স্ৱ-উদ্ধৃতি	1	0
09aa60840fb400b40b1e80eb0b293b81b679ec1a3aedecc74cdeaf9c67170494	"""উখা-মুখাকৈ"" শব্দৰ অৰ্থ হ'ল- নভবা নিচিন্তাকৈ।"		স্ৱ-উদ্ধৃতি	1	0
09c2ec1b68c04cfa71ed5be9d88532f6b5fea79bc713e10707abf9ce0eaad844	শান্তি সাম্প্ৰতি		স্ৱ-উদ্ধৃতি	1	0
09d76bdd058b9e024846563e65bb3190e78746ba66f103699bbc5ef0782f78f7	মোৰ ওচৰৰ ম’ট’ৰ’লাৰ শ্ব’ৰুম	general,technology_robotics	স্ব-উদ্ধৃতি	1	0
09fc07540a2709201e854454cb3a770c3e5d87e84c5491b7b0325694bc96d3c0	অসমত এইবোৰ কথা নতুনকৈ লিখিবলৈ লৈছে		Sentences from Short Assamese stories	1	0
0a059edac4e001d3ccafde8126c84368be0d122a238a246a45a9009180cca977	ইয়াত আপোনাৰ ৰাজহুৱা ড'মেইন বাক্য ভৰাওক।	general	মজিলা কমন ভইচ	1	0
0a0eafe9696b0a45772e580a62c1520b188b115786f3689364fa06f155ca1c87	ঘৰত কাকো নজনোৱাকৈ স্কুল ছুটিৰ পাছত মনে মনে চিনেমা চাবলৈ গৈছিল।		স্ৱ-উদ্ধিতি	1	0
0a3158ecdbeea56e02b57525ac32f090707759979c3ef71f313a18d1294ec458	শাখা মানে বিভিন্ন ভাগ আৰু শাঁখা মানে শংখৰ খাৰু।	general	অসমীয়া অভিধান 	1	0
0a3b18f422c4978d881b3350c229cf1a5f4b392b14305dc846f3df6d32731b14	সকলোকে সৌহাদ্যপূৰ্ণ সদ্ভাৱ বজাই ৰাখিবলৈ অনুৰোধ জনালোঁ।		অস্ৱ-উদ্ধৃতি	1	0
0a49b48f6eb7421c0e27a0dfa1f26ad63f797f8ac025bdb552c2112a8145f2d5	বৃত্তিয়াল, যুগী, সুতকুলীয়া, লালুং, কছাৰী, আহােম আৰু ছুটিয়া।		Sentences from various sources	1	0
0a5e17666e299f7f2a510f194dac0f1cbdf9b59dc37c1dfb2ffdc50274c69729	"পশ্চিমৰ পৰা পূবলৈ বলা বতাহজাকক 'পছোৱা"" বুলি কোৱা হয়।"		স্ৱ-উদ্ধৃতি	1	0
0a5ec098c574af1912847ed4ece6b829dceb9b934ecc1ad7f50af143f674232c	"""শিকিয়া"" মানে বস্তু ওলোমাই থ'বলৈ বা কঢ়িয়াবলৈ বিৰিয়াৰ কেউকাষে জৰী লগাই কৰা যতন। "		অসমীয়া অভিধান 	1	0
0a74b33c6076f664a9a57a7c6c83c304bfe21267a48b2c2eb72aba208d7371b2	এইচটিচি ভাল নে ছ’নী ভাল?	technology_robotics,general	স্ব-উদ্ধৃতি	1	0
0a78b5d98e7de835dc0c94fe6bd7590637442cb3970323e80f6f3b5f1a75c370	তেওঁ পাঁচ শলৈকে গা-ধন দিবলৈ গাত ল'লে।		Assamese Novels	1	0
0a7c2a8296e63a4cb6e559197a2fa276145937d8177464a6b37601bef57a9c0a	আপুনি আহিব বুলি জনা হ'লে মই আজি ঘৰতে থাকিলোহেঁতেন।		স্ৱ-উদ্ধৃতি	1	0
0a82f691f12d5b1ba65a6e2362b617946237fc10ecf28a213fa0b2ac2ae3ba3a	"""চিলনীৰ জীয়েকে ক'লে- ""বাইহঁত, কোম একো নালাগে।"""		Assamese stories	1	0
0aabb320cc55c8e3342371f9d4d0eb9ff046b9230eef0888fc09d4249c0415f2	সি বৰ এলেহুৱা ,সোৰোপা স্ৱভাবৰ আছিল।		স্ৱ-উদ্ধৃতি	1	0
0ac7b8efe10745149606a1a5a31fe65916858032cd29b9230623355aa640c53b	চৰাইটো গছৰ ডাল‌‌‌ত বহি আছে।		স্ৱ-উদ্ধৃতি	1	0
0b08a0f7ca6ace8b17b95b6e105220c7da4a04366e1d3ab03cb489d1445d86bc	জোঁৱায়েকে শুলে, কিন্তু তাৰ টোপনি নাহিল।		Assamese stories	1	0
0b0b74e182083dda76978d71fa91b4dabae438180e59d1691603ce9dc8916525	নিয়মিতভাৱে কৰি থাকে		Sentences from Short Assamese stories	1	0
0b117a1dfc6e3b5c5ee69b12b62e966becc42ab50a9f4489da0d720f22332fff	অতিপাত শলাগনি ফুচুলনিৰ চিন; আপুনি আঁতৰি যাবা, কৰি তাক ঘিণ।		অসমীয়া জটুৱা ঠাঁচ 	1	0
0b1257e0b3b26e6449d13c78a8dd6ff7eed4ed52e680a81205b68b9ba18611c2	এতিয়া তেওঁবিলাকে নিৰ্দ্দয়ৰূপে সেই ডৌকা চপাই নিলে।		???? ??????	1	0
0b79e6e0b4073abe08a888c0a734e65b8bd238d153ad54e85b98369fab634db2	"""সি উত্তৰ দিলে, ""টকাৰ বাৰ পূৰা।"""		Assamese stories	1	0
0bdffe247b57621a580521c492813b1760092d09c9c8f5841111a3fa837bfbbb	মোৰেই চুলি পকিছে বুলি ভাবিছ নেকি? তাইৰো পকিছে।		স্ৱ-উদ্ধৃতি	1	0
0c030bec58e4ec4a96a2b53d3117e8222013e73f8bcb929e8011e728cd60431f	ছ’নী ভাল নে নাথিং ভাল?	general,technology_robotics	স্ব-উদ্ধৃতি	1	0
0c0e8a9e6373538fc781619deee2ffb8708bdc457a1315771d08bb672376d222	অকল তুমিহে আহিলা যে?		স্ৱ-উদ্ধৃতি	1	0
0c29a2b7f81ddfc77902e8890a07fefe6c38f772a79f671352114afda104ee90	পাগলাদিয়া নৈখন খৰালিং শুকাই যায়।		Assamese stories	1	0
0c497411b6ac4eac4a13ebbcd92cd919281d6b94b22ed8f160f76f30853771b4	কিন্তু তেওঁলোকৰ এই অৱস্থাটো বেচি দিন নাথাকিল।		Assamese Novels	1	0
0c4b61650e2bc4b0333659a0795fa35fbc1679e9463041c85f2104bd7e4fa5b1	নন্দন আৰু বৌয়েকৰ উখনা-উখনি গোটেই চুবুৰীৰ মানুহে শুনিছিল।		স্ৱ-উদ্ধৃতি	1	0
0cc2d3e05e090d02855adc2ce698e0a040e658117ea6e0d87d1331eb6ff5a944	আছুছত চাকৰি কেনেকৈ পাব পাৰি?	general,technology_robotics	স্ব-উদ্ধৃতি	1	0
0cc4f0c2e1558b7087a052569e957c17132bd6849e6f5806c9fec129a6a8be5b	তিলকে তাল কৰা, ঢৌটোকে ৰৌটো কৰা।		অসমীয়া সাহিত্য 	1	0
0ce84f25dd71299b9c3bc47acda0d145aaa5d8245bbba0d79dbff065ec19070a	এতিয়া তুমি মোক এই জন্মলৈ বিদায় দিয়া।		???? ??????	1	0
0cf609d379bfb59e8b3ea4e7f15761b4236ce8860269500c40c7b301e4d7a2db	বখলাবিলাক থেতালি শুকাই তাৰ গুড়ি উলিয়াই শুকানে বা গুৰৰ লগত খায়।		Assamese Wikipedia Articles	1	0
0cff2a60d3a3805ed41a1764cf9529d9ab09d000cc8dbed2101e302add34d490	মই কোৱামতে কামটো এতিয়াই কৰাগৈ।		স্ৱ-উদ্ধৃতি	1	0
0d0e8a3d38d8e9a8bf6b948d14e4613b30465d764b440cd4e32c4efba54cc2f5	সিনো ক'ত থাকে?		স্ৱ-উদ্ধৃতি	1	0
0d276fbc57d1f29ac94601059d3d91b623a0283175237f7c27aee37c1d080d09	অপ্প’ত চাকৰি কেনেকৈ পাব পাৰি?	technology_robotics,general	স্ব-উদ্ধৃতি	1	0
0d6b91403f13de10b81a3d58af8bfc29f26a8e56417fb3138dc880b81e3d0779	এইচপি-ৰ শ্ব’ৰুম ক’ত আছে?	technology_robotics,general	স্ব-উদ্ধৃতি	1	0
0d8915332ff1808620a5cb868cbe6f505c66b0d2774e6a12a8f5e28f96f565f3	তোৰ বুজ লই থাকিম		Assamese books	1	0
0db07b9eb70381ae4cb447259eaec64d84fb2a403fe04cf7c6bc85689de5d881	পদুমৰ নিচিনা কুমলীয়া ছোৱালী এজনীৰ পক্ষে ইমানবোৰ বেঢ়ি ধৰা বিপদ সহা অসম্ভৱ।		???? ??????	1	0
0dbe4581965da8ee6f2c37fce6da72bf45583cc8d62e4a834f0829f4dd86863f	মানুহকে মৰা হয়, কি কোনো জন্তুকে মৰা হয়, দুয়ো একে বেয়া কাম।		Assamese Novels	1	0
0dc9273d5d41c6a9ab58ef5ff8d0ea27092f336e9c805084942aad0ebdec9041	ক'ব খোজা কথাটো হৈছে		Sentences from Short Assamese stories	1	0
0de3efc64a1f3180e70892db2b82cf198aee71e6c6762cc77e81dec9ce390003	তাই অতদিনে অতি যতন কৰি যে জানৰ মুখটি বান্ধি থৈছিল		Assamese books	1	0
0e29f79e4825b61b5dba9d75c200d782d163414f363f3c674a71f43aa44dc6cb	আটাইতকৈ বেছি ৰেম আৰু ষ্ট’ৰে’জ থকা লেপটপ	technology_robotics,general	স্ব-উদ্ধৃতি	1	0
0e307d98886eea5d9ae6bc4d8cd961ac41186c91ae22a8cf5558747866a37de2	এই ছবিটি চিত্ৰকৰৰহে উপযুক্ত।		Assamese Novels	1	0
0e59c89cca6158624f033dabedf82ae8259ac22ea3313b7e2efd150d33f923b4	কথা-বাৰ্তাৰ মাজেৰে পলকতে আপোন যেন হৈ পৰিছিলোঁ দুয়োজনী		Sentences from Short Assamese stories	1	0
0e68c11a3e2daebdf7e3cf75f0a98d70b03372f8d681f9c9771f9282aa990c02	হুৱাৱে’ৰ শ্ব’ৰুম ক’ত আছে?	general,technology_robotics	স্ব-উদ্ধৃতি	1	0
0e7739f9d0dd6bd8fd91f5309581f703fa2a1a1e5193577680ddc8724a8281d6	"""তুমি ক'ত যোৱা?"" বুলি কোৱাটো ভুল। ""তুমি ক'লৈ যোৱা?"" বুলি কোৱা উচিত।"		স্ৱ-উদ্ধৃতি 	1	0
0e88244a9e8dffdfbbc9c7f5c0697070048ab5fd8531dfa070c69409216234dd	মাইক্ৰ’ছফ্টক কেনেকৈ যোগাযোগ কৰিম?	technology_robotics,general	স্ব-উদ্ধৃতি	1	0
0e98fe33b62c8e9e08f6c7e66acd4c385015ae2828889c7f16786b07b3608bee	হুৱাৱে’ কোম্পানীৰ ফ’ন	general,technology_robotics	স্ব-উদ্ধৃতি	1	0
0eb1e63126cffa1f2e050af2aaa7fa5fe3becc9d7991908067b7c8a90157153c	শ্ৰীমন্ত শঙ্কৰদেৱ এজন সমাজ সংস্কাৰক আছিল।		স্ৱ-উদ্ধৃতি	1	0
0ecbc60eb23217229f1de517c15d3369910261c13a1490cca2d12b9c1c56a58d	ভাৰত স্ৱাধীন হোৱাৰ আগতে অসম ভাৰতৰ অংগ নাছিল।		ইতিহাস	1	0
0ecd9a2a4940b9a21b98596d2f364c43df5eccc0d81c263b6a5d9810e8e2134e	সাবিত্ৰী সুশিক্ষিতা আৰু সুশীলা।		স্ৱ-উদ্ধৃতি	1	0
0ed14e9a08ef956fa504a744ec86d12f6ed5df52ad856b4b43acbb528e4a5a3c	মানা কৰিলেও সি সেইবোৰ খাবই।		স্ৱ-উদ্ধৃতি	1	0
0ed5f70723a5fcbeda4b1ccd980790178d9d9962c3ff3889e4d1e9e3d761c156	চুকৰ বোৱাৰী কত চেপেটা লাগি পৰি আছে, এওঁ তাতে ভুকুকিয়ালেগৈ।		???? ??????	1	0
0eda8602b1a450dd365612a9844b3f1639c9e4c2f1f65e708cf1d07d67cec2b9	এই বছৰ আছুছে কি কি ফ’ন লঞ্চ কৰিছে?	technology_robotics,general	স্ব-উদ্ধৃতি	1	0
0ef993061151925a9359a293a72ac52aa60cb7d8df91ba6922d002d56ce8b73e	কম দামত ভাল আৰজিবি কীব’ৰ্ড	general,technology_robotics	স্ব-উদ্ধৃতি	1	0
0f18afe216d3037c5ee8748b4bd634bcd5763b3cf987136de0eff8b80b855995	এলজি কোম্পানীৰ ফ’ন	general,technology_robotics	স্ব-উদ্ধৃতি	1	0
0f70bd7b6cadc05ad513f82de33d9e63c91dfbc96cda6858a5fa8d85e2822cb9	উচ্চ শব্দৰে ৰাস্তাত ডি-জে বজাই ধূম-ধাপাল কৰি যোৱাটো অগণতান্ত্ৰিক কাৰ্য।		স্ৱ-উদ্ধৃতি	1	0
0fb786f5def8af02d0f1e9d26211eed59abc654199ca05cae72f000cebe33bbf	কিন্তু আপীলতো চাব-ডেপুটিৰ ৰায়েই বাহাল থাকিল।		Assamese Novels	1	0
0fb8c9af6faed7dc30be6a78c20c75080dd87ed5d36d370238fae7092faeca64	"""দাবৰ আয়োজন কৰি কেঁকোৰাই বাঘক সুধিলে- ""সখি মই আগ নিম।"""		Assamese stories	1	0
0fe5932f382fa40c9bfc5bd41d212b85bca472c73810bb4a87af1a2dfdc47f50	অসমৰ বাদেও আন আন চাউল প্ৰধান খাদ্যাভ্যাসত এনে খাদ্যৰ উপস্থিতি দেখা যায়।		Assamese Wikipedia Articles	1	0
