sentence_id	sentence	locale	reason
024d90c25dd51160092c3c30e4124cbd7eb6adf878b74f76f87a0b40a34acf5d	Ji Palës së Kërkuar ia përcjell aië menjëherë autoritetit kompetent pëi ekzekutimin e saj.	sq	grammar-or-spelling
062532a51b19ba553726e400603fd562779c1e953476ddf37c891240198eece9	Ndërmjot dy vendeve në fushën e si gurimeve shoqërore vëndo.	sq	grammar-or-spelling
15bab5a84f6f46cdaeaa86b7329f23230ba155aeaba8ef6369b1d709438990a7	National Competitive Bidding - Tenderi i Hapur Kombëtar Nongovernmental organization - Organizatë Joqeveritare.	sq	different-language
14d0d55f5c3098c477d4605e8ea7e223279f10daf214df47678f7152ac16cfc9	Dumnicë e Poshtme Studime e Poshtmë Stanoc i Poshtëm Svaraçak i Poshtëm Druar.	sq	grammar-or-spelling
0ce9c4ea8b843975e808a1150fe90d5a37485f13c7781648d1031c79ece47579	I Resurset e i brendshme, i konsulentët e.	sq	grammar-or-spelling
02b915960a7cac220f71397afd8f13c3e886dd657084a65f3191797cf53c4316	Madeira and Setubal muscatel.
	sq	different-language
0d499af7074b1368c2b574148b5b6187822c7bffed7b84a636e1f92dbe1eba3a	Furnizim me Gas insulated medium voltage switchgear	sq	different-language
15152cf0fc344679ef470c640e8e28958aea6366266c9c5a77732661f72c789c	Peshkimit e Shoqata e turizmit i H.	sq	grammar-or-spelling
0e72a299932363a375b3ae83b323c9ce17e1b299d9cdb37b1978bc13a2377dd9	Qeveria - Vlada - Government.	sq	different-language
070ec8217e2645767d1d4c3956759f87708df5f5b93f5d5eb037f6bee1562011	E infoGgiz de T veenv.giz de.	sq	grammar-or-spelling
1353311826c4bcf5039b7709792735baa06d9ba70da29a18ce0cda2de7ec86d9	Zëvendës Drejtoreli eti Përgjithshëm në Agjenci Ekzekutive - i paraparë në ligje të themelimit.	sq	grammar-or-spelling
168b4ac65792ebac09434d2950f494d072d7b600033aa8cd995213fc61ed8150	Vesekoci
	sq	difficult-pronounce
02b915960a7cac220f71397afd8f13c3e886dd657084a65f3191797cf53c4316	Madeira and Setubal muscatel.
	sq	different-language
016abc90190e251ba5f71d59c676c924e04a8183c749dc7581daefd96e7b2faf	Sje të grat dë no P.	sq	grammar-or-spelling
13499a13d7636be91c9cf830043e00d75ada17ddeab0bb39264c784743fa0f2d	Liquore di limone di Sorrento.	sq	different-language
1569c68de61f9f334b8bcb1fbc7205983668ddfb8716d85131782a8094411db9	Të dhëna tjera të rëndësishmelrelevante.	sq	grammar-or-spelling
147c46cf56ac0743a119408fc99241689992aad268f4ba91065156600b673fae	Ba E rastësishme, sistemike, anormale.	sq	grammar-or-spelling
1423f833160f9b35ddea6396ca3a73c4d41f6a8f9565bf39ffd9bcd23e62f014	Qen Qen Qen Anal.	sq	difficult-pronounce
0d499af7074b1368c2b574148b5b6187822c7bffed7b84a636e1f92dbe1eba3a	Furnizim me Gas insulated medium voltage switchgear	sq	different-language
162ff977fbbaa340771c243a4afa75bc56af976ddc665df08ffd1cc61087ec29	U isën nga Dibon Gadi dhe fushuan në Almon Diblathaim.
	sq	grammar-or-spelling
14b4402839d4f422a6471cad4c6d261199551b8fe7d1e91c8ab5c80d02bc1aae	Rehabilitation of Water supply system and Expansion of Water Treatmant Plant	sq	different-language
14ed868f2a6d2593dac6ceb05a05782490f7bd0f4180e9c6f2123ae6fe9f6cf0	Jnënyrë adekuate: Procesi i lejimit është.	sq	grammar-or-spelling
09acbfffd80629879df9eb7986e2752522239111f5727271862595178dc05641	Aguardiente de sidra de Asturias.	sq	different-language
0d51e07ee78fe3fc8c8ed26d9bf04209edecbeeae0dfae4db283f55400ad9c68	Nebrego≈°te
	sq	difficult-pronounce
0f0d8a6c26af3cf37f34786569d1d6cb015ef97ac96f771694ffb37bf7d99a0c	Vës e Republikës së Kosovës dhe htë të.	sq	grammar-or-spelling
175bd702d5dfe9d62c4fdefb80f0f90b9dbd857fa801005a6156b00d8329b07b	Të reduktojë shumën e pagueshme ose fitimin real për Huadhënësin sipas kësaj Marrëveshjeje, dhesose.	sq	grammar-or-spelling
1477dfd1d7d271ce4dc11b98e5fa363396b3865acf47328d97df6173cdb6c6fc	Ofrimi i sherbimeve per pregaditjen e ushqimit per klietet e qirskp-shtime	sq	grammar-or-spelling
15f6b5fa6a167e1f6cf5c5cb55cea3bbe1420fb039d53ce6fffc590e78d49507	Zoƒçi≈°te
	sq	difficult-pronounce
0d604bc4911079d37b6fa9d4b65798f6b0cffab98b1d70f4e98176ab2e70bda9	Zgjerimi i rrjetit optik per parapaguesit e ri-qmi i perseritur	sq	grammar-or-spelling
15965f77b2ab1c93add086c2929c52785c8c60f23d212a833c24898308d1149c	Pjesëmarrja në programe trajnimi për çështje mjedisorefujore.	sq	grammar-or-spelling
181df353c1111c711e4c6a1e82e50f585c1714e6efe620f8631ac1b130142d93	Prezantimit të Reuters apo ndonjë zëvendësim të faqes së Reuters e cila varaget atë.	sq	grammar-or-spelling
00ceebb338607e625e7eaa086a587683eec41bb45f6828b0b9eb31f8efa58720	Barnatorja duhet të ketë gjatë gjithë orarit të punës farmacistifarmacistët e licencuar.	sq	grammar-or-spelling
077d38049dcf57072e9e0dedaedec37ecec1aaafec4a3db02b1640f0ee85f1e0	Dhë kryerjeri e Marrëveshjes së Kredisë nga Huamarrësi Ziu lutemi futni sipas rastit.	sq	grammar-or-spelling
024d90c25dd51160092c3c30e4124cbd7eb6adf878b74f76f87a0b40a34acf5d	Ji Palës së Kërkuar ia përcjell aië menjëherë autoritetit kompetent pëi ekzekutimin e saj.	sq	grammar-or-spelling
19fa9d872c14dbd834a5e3681a15f59933d1f6b438d7524e84945702f29f1dcf	Kjo Marrëveshje nu autoritetet kompetente të shteteve kontraktuese nuk bien dakord për. këtë.	sq	grammar-or-spelling
15f6b5fa6a167e1f6cf5c5cb55cea3bbe1420fb039d53ce6fffc590e78d49507	Zoƒçi≈°te
	sq	grammar-or-spelling
15f6b5fa6a167e1f6cf5c5cb55cea3bbe1420fb039d53ce6fffc590e78d49507	Zoƒçi≈°te
	sq	different-language
1aad13d0a9901b7f684d0b312836888d6acbe34f1e5a704aa3ed8775d4450876	Mystery Shopping Services and Customer Focus Group	sq	different-language
1b26a2f059211175234840caf9f320f75c13300476fc04d11f9fd1fa22332dfa	Eaudevie de vin de la Mare.	sq	different-language
13499a13d7636be91c9cf830043e00d75ada17ddeab0bb39264c784743fa0f2d	Liquore di limone di Sorrento.	sq	different-language
09acbfffd80629879df9eb7986e2752522239111f5727271862595178dc05641	Aguardiente de sidra de Asturias.	sq	different-language
09acbfffd80629879df9eb7986e2752522239111f5727271862595178dc05641	Aguardiente de sidra de Asturias.	sq	different-language
070ec8217e2645767d1d4c3956759f87708df5f5b93f5d5eb037f6bee1562011	E infoGgiz de T veenv.giz de.	sq	grammar-or-spelling
1bc38afe47c9f679925f50aa929974e7c2e392f3480668c50c2a302772e58019	Sëlection de grains nobles.	sq	different-language
1aad13d0a9901b7f684d0b312836888d6acbe34f1e5a704aa3ed8775d4450876	Mystery Shopping Services and Customer Focus Group	sq	different-language
061fdf0fe5e9f80127b086ed8d6f8f4c3a2e99230fc25c4484951301f679fec5	Të kombinuar, ku aplikohet tushi i laviruar, pasteli dhe temperoja.	sq	grammar-or-spelling
00eb28a6512d24549e871c0f4f81399839e60ca9c53b2662de4875b72f19a957	Për këtë dorë vrastare, protestuan asociacione të shumta e fakultecie të Republikës së Kosovës.	sq	grammar-or-spelling
